#1.2																								
12618	23																							
NAME	description	Control_12	Control_13	Control_16	Control_20	Control_25	Control_7	Control_35	Control_38	Cyp7a1_2	Cyp7a1_5	Cyp7a1_17	Cyp7a1_19	Cyp7a1_24	Cyp7a1_26	Cyp7a1_28	Cyp8b1_3	Cyp8b1_4	Cyp8b1_6	Cyp8b1_10	Cyp8b1_18	Cyp8b1_27	Cyp8b1_30	Cyp8b1_34
Evi5l	NA	184.4244602	200.4405649	173.2928597	175.7343278	152.6156965	224.4165796	160.0152121	172.0032338	158.1747613	164.0488235	190.3407218	145.038599	167.4986476	199.3401563	151.5637783	207.5924313	121.1721195	185.9460897	193.1401346	175.1668107	159.9904143	148.0658312	176.0344121
Snapc2	NA	176.6181339	189.8403427	177.7591706	175.7343278	177.8831959	179.8406836	153.6509707	148.9670864	168.6614859	151.8324217	166.4181174	147.2196306	177.4985669	183.051661	176.2369515	219.3874558	156.8109782	161.0919094	157.0873095	149.3753784	183.3002759	162.3240224	192.3338947
Git1	NA	479.1132803	500.1377557	421.6197412	395.4022375	415.3976905	529.5309018	445.4968972	525.2241603	429.0818112	356.8934511	425.4063126	416.5770287	470.8295319	464.6099363	385.9589237	509.5450586	371.6623833	415.1568637	453.235516	404.0657718	431.2324411	394.8422166	484.6379495
Gltp	NA	153.1991548	240.9141405	136.669111	131.8007458	135.4337969	182.9148834	130.0123598	162.7887748	150.309718	154.4502221	156.0169851	131.9524096	297.497598	174.5195921	125.1282355	162.7713381	162.9204968	127.0324771	157.0873095	146.1514494	141.9782484	117.355881	148.8686078
Bnip2	NA	869.4295982	832.5992697	962.0433502	880.7637143	1031.924676	856.933172	925.5425334	944.4820426	847.6768978	869.9823245	934.021684	863.6884994	925.8258583	836.9183994	931.4122886	886.9858427	961.2309311	883.7041888	830.9317793	823.1765458	903.7869097	923.4920732	909.5111294
Ccnt1	NA	303.4709372	330.5342008	296.5630383	336.8241283	354.7556919	303.5772224	342.7598577	282.5767412	352.1791648	322.8620462	352.5983863	374.0469132	313.3308035	286.212131	334.8502078	294.8756126	357.4068399	334.1506464	327.9090286	401.9164858	300.9091235	297.2284464	289.0441582
Scarf2	NA	176.6181339	153.2213934	132.2028002	86.82112623	88.94159796	156.0156358	102.7370396	122.8594527	167.7875921	141.3612202	143.5356263	145.038599	186.6651596	154.3528837	95.1679538	150.9763136	102.8435636	112.304074	145.9281017	114.9868021	127.1447001	150.2593991	129.3092287
Brms1l	NA	76.111682	104.0749087	105.4049353	77.40678724	79.84529817	72.24369343	115.4655223	75.25141478	97.87609542	86.38741237	46.80509552	74.15507318	121.6656844	93.07711578	98.69269283	92.00119113	104.8800698	95.73462045	78.11445445	88.12072683	104.8943776	76.77487544	99.97015998
Med15	NA	839.1800836	813.3261384	767.3121985	793.942588	834.8381808	905.3518176	805.5311244	1001.304539	789.1260193	830.7153189	824.8097944	798.2575525	784.1603354	812.8734778	836.2443348	853.9597741	797.2921812	873.5784116	846.38299	746.8768921	856.1076472	898.2660427	899.7314398
Dhdds	NA	685.005138	875.963815	748.5536931	802.3108894	870.21268	802.366127	861.9001195	704.9061099	741.935759	727.7485042	703.1165461	706.6542268	754.1605777	753.9246378	805.4028682	761.9585829	782.0183846	864.3731596	781.1445445	729.6826039	795.7139147	769.9423223	682.4050051
Aim1l	NA	202.9644853	241.8777971	181.3322192	344.1463919	197.0864955	278.9836246	201.8373698	202.718097	241.1946637	258.289637	179.9395895	138.4955043	181.6651999	269.9236358	207.078418	155.6943234	181.2490527	238.4160259	190.5649328	179.4653827	167.4071884	199.6146762	187.987366
Mogat1	NA	80.99063597	99.2566259	97.36557583	54.3939586	102.0806977	154.4785359	80.00760603	50.67952424	90.01105204	73.29841049	98.81075721	77.42662053	128.3322972	77.56426315	84.59373671	108.5142254	69.24121114	104.0193472	57.51284009	34.38857633	56.15557587	62.51668429	33.68559738
Tjap1	NA	158.0781088	160.9306459	141.1354218	141.2150848	184.9580958	141.4131871	167.2886308	147.4313432	142.4446746	150.9598216	142.495513	153.7627253	159.9987082	148.1477426	133.0588984	134.4632793	132.3729037	156.4892834	185.4145293	149.3753784	137.7400918	150.2593991	129.3092287
Ehf	NA	24.39476987	34.69163624	20.54502976	14.64452732	12.12839972	36.89039664	26.3661429	16.89317475	38.4513232	29.66840425	14.56158527	25.08186299	69.99943483	53.51934158	22.91080369	40.10308331	27.49283384	12.88735275	24.03521676	19.34357418	32.84571419	21.9356787	11.95295391
Rpl15	NA	256.632979	265.9692111	236.7144733	278.246019	290.0708933	239.0190283	329.1221975	204.2538401	317.2234164	324.6072465	298.5124981	267.1763666	286.6643522	309.48141	270.5237205	320.8246665	330.9322591	304.6938401	244.6441705	309.4971869	289.2541927	292.8413106	216.2398026
Tmem167	NA	320.0593807	407.6267258	313.5350194	323.2256386	412.3655905	349.6902182	432.7684144	251.861878	441.3163231	343.8044492	307.8735172	333.6978293	504.1625961	364.5520368	357.7610115	337.3377008	343.1512964	428.9647416	272.1129897	344.9604063	389.9104136	350.9708592	264.0516182
Steap4	NA	2588.772979	4345.127439	3397.076008	3265.729591	3249.400425	3349.340595	4969.563347	2471.010742	2968.61693	3328.969477	2347.535569	2460.203604	3087.475072	3112.65388	2984.572773	3805.074905	3491.589897	3428.956357	3374.372752	4997.089997	4140.679066	2495.183452	3143.626878
Mplkip	NA	105.3854058	80.94715122	124.1634407	114.0181055	104.1020976	109.1340901	139.1041332	121.3237095	102.245564	129.1448185	83.20905871	94.87487304	109.1657853	121.0002505	106.6233556	117.950245	137.4641692	124.2709015	109.016876	112.8375161	104.8943776	92.12985053	118.4429069
Rpa3	NA	73.18430961	79.01983809	58.06204063	47.07169494	68.72759842	67.63239385	67.27912325	93.68033268	62.92034705	68.06280974	50.96554846	59.97836801	65.83280181	69.80783684	80.18781292	115.5912401	82.47850151	59.83413778	54.9376383	79.52358275	75.22728088	53.74241281	66.28456259
Mlkl	NA	131.7317573	159.9669893	121.4836542	109.8339549	107.1341975	149.0986864	135.4674238	87.53736005	113.6061822	111.692816	118.5729087	106.8705466	132.4989302	127.9810342	101.3362471	127.3862646	138.4824223	93.89357006	112.4504784	94.5685849	110.1920734	116.2590971	130.3958608
Tnpo3	NA	1004.088728	934.7468652	1037.077372	1231.186332	1061.234976	966.835812	1101.922938	1059.66278	966.5264423	1062.826952	1121.242066	1137.407961	1034.991644	1002.905923	1133.203598	945.9609652	1087.494316	1060.445027	1085.876757	1080.016225	1114.635204	1060.590065	1092.065335
Ttll5	NA	282.0035397	329.5705442	370.7037979	326.3637516	397.2050909	342.0047189	397.3104981	434.6153139	322.4667787	345.5496495	366.1198583	326.0642188	307.4975173	393.2508142	358.6421963	297.2346175	377.771902	342.4353731	322.758625	361.0800514	339.0525335	377.2936736	375.9747321
Zfp715	NA	126.8528033	161.8943024	139.3488975	129.7086705	131.390997	130.6534881	134.5582465	138.2168843	117.9756507	134.3804192	98.81075721	138.4955043	138.3322165	130.3079621	123.365866	99.07820583	165.9752561	136.2377291	127.9016892	149.3753784	127.1447001	138.1947758	102.1434243
Rps5	NA	2332.14	2365.77686	2068.795171	2586.851147	2221.518549	2250.314195	2212.937649	2412.652502	2718.683329	2506.980159	2649.168407	2444.936383	2273.314979	2511.530841	2539.574471	2745.881704	2305.32503	2189.008918	2358.884844	2531.858932	2137.090501	2478.731693	2369.944771
Adgrl1	NA	229.3108368	252.4780193	266.1921247	205.0233824	197.0864955	259.7698764	203.6557244	231.897217	199.2477657	214.6596307	193.4610615	242.0945036	282.4977191	248.2056421	192.9794619	233.5414852	203.650621	176.7408378	218.8921526	208.480744	202.371981	216.0664352	211.8932739
Amotl1	NA	457.6458828	417.2632914	430.5523628	474.9011001	490.1894888	484.9550059	472.7722175	535.9743624	351.3052711	472.0766676	444.1283508	437.2968286	533.3290273	462.2830084	457.3348891	398.6718282	429.7028103	381.0974314	415.4658896	464.2457804	445.0064503	459.5524687	434.6528695
Etv5	NA	78.06326359	84.80177746	67.88792443	111.9260302	79.84529817	85.30904224	83.6443154	86.00161689	56.80309109	76.78881099	33.28362348	44.71114706	110.8324385	59.72448263	44.94042263	94.36019603	94.69753877	103.098822	74.68085206	91.34465586	101.7157601	65.80703609	70.63109129
Gfod2	NA	200.0371129	193.694969	192.0513652	150.6294238	116.2304973	141.4131871	189.108887	133.6096548	182.6437852	171.9022246	105.0514366	136.3144728	120.8323577	116.3463947	116.316388	165.1303431	127.2816381	138.0787795	144.2113005	212.779316	150.4545618	141.4851276	132.5691252
Atp6v0d1	NA	1947.678426	2083.425487	1833.867222	1853.578743	1835.431158	1962.876521	1784.715121	1838.284561	1934.800672	1905.758673	1926.289709	1988.010271	1851.651717	1877.830811	2075.190104	1927.307004	1813.50878	1884.315078	1897.923723	2038.59779	1667.714649	1870.016609	1792.943087
Ptprs	NA	198.0855314	236.0958577	192.9446273	126.5705575	159.6905963	262.0755262	166.3794535	190.4321517	200.1216594	162.3036232	142.495513	181.0256198	261.664554	204.7696547	139.2271917	212.3104411	152.7379658	151.8866574	168.2465173	159.0471655	193.8956676	179.8725653	168.4279869
Slc41a1	NA	185.400251	241.8777971	192.9446273	140.1690472	199.1078954	249.0101773	177.2895815	178.1462064	160.7964425	167.539224	114.4124557	142.8575674	191.6651192	229.5902189	148.0390392	214.669446	160.8839906	168.456111	188.8481316	211.704673	201.3124418	177.6789975	180.3809408
Zfp651	NA	70.25693723	53.96476748	58.06204063	17.78264031	16.17119963	97.60584112	39.09462567	50.67952424	58.55087851	45.3752065	44.72486905	74.15507318	71.66608804	69.03219421	40.53449884	75.48815682	22.40156831	44.18520944	50.64563531	38.68714837	38.14341002	54.83919675	52.15834434
Nelfb	NA	471.3069539	503.992382	489.5076656	506.2822301	518.4890881	484.186456	455.497848	454.579975	480.64154	449.3890643	438.9277847	394.7667131	458.3296328	474.6932905	381.5529999	434.0569017	454.1408848	528.3814629	457.5275189	450.2754213	421.6965886	404.713272	508.5438573
Tmem175	NA	237.1171631	255.368989	244.7538328	269.8777177	255.7070941	275.9094249	250.9329462	230.3614738	247.3119197	275.7416395	220.5040056	245.366051	264.1645338	286.212131	242.3258083	280.7215832	250.4902638	253.1444291	283.2721975	243.9439633	210.8482943	257.7442247	215.1531704
Tango2	NA	1014.822427	1199.75242	1112.111394	1146.457281	1153.208674	1119.008698	1177.384657	1343.775264	1056.537494	1218.149774	1620.496418	1296.623265	1052.491502	1068.835546	1507.70712	1089.860264	1240.232282	1211.411159	1320.22012	1165.987666	1042.586541	1411.560924	1200.728552
Ndufs2	NA	4642.812602	4218.888429	4262.647045	4575.368748	4292.442801	4476.803343	4041.293282	4224.82943	4657.853469	4477.311241	4961.340125	4772.097062	4115.800103	4767.099613	4477.299752	4635.44463	4086.24971	4333.832626	4483.426325	3899.879484	4304.907637	4666.815643	4756.189024
Atraid	NA	1361.228159	1184.333915	1143.375569	1210.265579	1210.818572	1351.110777	1234.662829	1374.490127	1483.871518	1324.60699	1509.204302	1495.097137	1231.656722	1378.316956	1471.578545	1481.455078	1206.629929	1140.530719	1277.30009	1322.885546	1136.885527	1396.205949	1302.871976
Cad	NA	227.3592552	285.2423424	205.4502976	322.1796009	256.7177941	260.5384263	263.661429	211.9325559	223.7167895	239.0924342	186.1802689	225.7367669	239.9980623	252.0838552	211.4843418	297.2346175	241.3259859	253.1444291	256.6617789	279.4071826	298.7900452	205.0985958	227.1061243
Sh3bp5l	NA	344.4541506	310.297413	351.9452924	240.588663	299.1671931	345.8474685	273.6623797	227.2899875	368.7831452	302.7922433	292.2718187	299.8918401	271.6644733	340.5071152	278.4543833	334.9786959	272.8918321	344.2764235	305.590613	313.795759	292.4328102	298.3252303	334.6827095
Atad1	NA	915.2917656	979.0750671	932.5656988	1065.912381	910.6406791	875.3783704	1034.643814	996.69731	1039.05962	1020.942146	1000.588931	1033.808961	1098.324466	980.4122863	1052.1346	988.4230534	1098.6951	1076.093955	990.5942906	1201.450885	1112.516126	986.0087575	876.9121642
Pten	NA	981.6455396	1029.185208	1017.425604	1176.792374	1123.898374	990.6608599	1128.289081	855.4089394	1311.714457	1119.54596	1010.990063	1114.507129	1279.989665	1150.278023	1219.559704	1089.860264	1424.536094	1324.635758	1009.479104	1181.032668	1198.338798	1197.688057	964.9293702
Pea15a	NA	568.8860334	698.6510075	545.7831819	527.2029834	617.5376858	756.2531312	555.5073555	597.4040887	658.0419629	605.5844867	429.5667656	449.2925022	1008.325192	719.7963621	532.2355935	743.0865437	564.1122202	484.1962534	520.1907626	507.2315008	591.2228554	536.3273442	541.1428225
Timm23	NA	397.1468535	345.9527058	357.3048654	346.2384672	379.0124913	356.6071676	365.4892912	376.2570739	347.8096962	365.6194523	419.1656332	443.8399233	328.3306824	345.9366137	375.3847066	351.4917302	327.8774998	360.8458771	447.2267118	398.6925568	389.9104136	391.5518648	405.3138008
Tnfaip8l2	NA	24.39476987	36.61894936	20.54502976	21.96679097	35.37449919	36.12184671	20.00190151	44.5365516	18.35176789	17.4520025	32.24351025	29.44392612	53.33290273	27.1474921	17.62369515	30.66706371	40.7301242	18.41050393	25.75201795	27.94071826	22.25032251	25.2260305	51.07171216
Trnt1	NA	287.8582845	240.9141405	236.7144733	346.2384672	258.7391941	262.8440761	278.2082664	281.040998	295.3760737	271.3786388	255.8678555	254.0901772	262.4978806	260.6159242	268.761351	242.9775048	269.8370728	263.2702062	260.9537819	290.1536127	279.7183402	274.1959837	248.8387678
Ehmt2	NA	1644.207489	1550.523408	1631.096711	1366.125191	1421.044167	1586.287056	1325.580564	1481.992148	1530.187885	1456.369608	1379.190148	1414.398969	1496.654583	1528.791627	1303.272256	1585.251293	1354.27663	1490.330293	1554.563484	1523.843788	1412.36571	1388.528462	1754.91096
Elof1	NA	526.9270292	482.7919376	496.6537629	455.0263845	517.4783881	492.6405052	490.9557643	571.296455	426.46013	424.9562608	496.1340125	465.6502389	417.4966292	445.9945131	444.1171177	488.3140144	463.3051628	478.6731023	555.3851872	464.2457804	423.8156669	431.0360864	562.875466
Med16	NA	678.1746024	522.3018567	601.1654361	564.8603393	505.3499884	590.2463463	484.5915229	602.0113182	580.2654228	579.4064829	637.5894123	627.0465747	511.6625356	521.2318484	581.5819399	554.3661517	514.217818	560.5998448	581.9956057	469.6189954	568.9725329	564.8437265	600.907592
St3gal1	NA	1985.734267	1947.549912	2300.150071	2523.042849	2829.959935	1945.968423	2068.378451	2363.508721	2163.760824	2136.125106	2277.847982	2014.182649	1805.818753	1839.824322	2155.377917	1969.769092	2657.640604	2420.060742	2091.922258	2608.158586	2278.00921	2237.439227	2213.469738
Tmem259	NA	2402.396937	2137.390255	2450.218115	2032.451184	2042.624653	2218.035098	1978.369895	2205.327176	2335.917884	2201.570115	2160.315187	2266.091795	1734.152665	2075.619682	2032.012051	2410.903009	1956.064215	2061.97644	2287.637595	2100.927085	1960.14746	2058.663446	2544.892551
Rnf170	NA	162.9570627	120.4570703	131.309538	162.1358381	162.7226963	157.5527357	106.3737489	167.3960043	152.9313991	143.9790206	140.4152866	135.223957	123.3323376	131.0836047	149.8014088	117.950245	142.5554347	173.9792622	133.0520928	126.8078752	148.3354834	154.6465348	162.9948261
Clip3	NA	61.47482007	56.85573716	37.51701087	23.01282864	22.23539949	73.01224336	47.27722175	46.07229476	49.81194142	40.13960575	43.68475582	58.88785223	65.83280181	46.53855789	34.36620554	66.05213722	29.52934005	25.77470551	47.21203291	39.76179138	52.97695837	35.09708592	35.85886173
Dedd	NA	598.1597572	581.0849069	645.8285443	699.7991982	673.1261846	578.7180974	557.3257102	671.1197604	562.7875487	568.0626813	600.1453359	594.3311012	574.9953575	597.2448263	614.1857759	594.469235	635.3899375	673.8244439	644.6588494	643.7111631	537.1863578	584.5858373	599.8209599
Nit1	NA	2383.856912	2333.012537	2556.516312	2575.344732	2355.941646	2369.439434	2378.407925	2523.22601	2607.698828	2574.170368	2593.002292	2604.151688	2170.815806	2451.806358	2608.306882	2474.596141	2444.825705	2383.239734	2568.33459	2632.875375	2256.818426	2586.216519	2481.867885
Prdm15	NA	88.79696233	80.94715122	87.53969203	66.94641059	74.79179828	92.99454154	97.28197552	56.82249687	73.40707156	84.64221212	82.16894547	88.33177835	82.49933391	73.68605	77.54425865	80.20616662	109.9713353	104.0193472	96.14086702	113.9121591	122.9065434	104.1944738	89.10383824
Rnf168	NA	211.7466025	212.0044437	233.1414247	232.2203617	266.8247939	188.2947329	227.2943353	216.5397854	186.13936	220.7678316	204.9023071	224.6462511	223.3315302	210.9747958	261.7118729	212.3104411	240.3077328	242.0981267	237.7769658	214.928602	242.6344693	191.9371886	237.972446
Tctex1d2	NA	18.5400251	23.12775749	16.07871894	24.0588663	15.16049965	29.20489734	23.63861087	15.35743159	25.34291756	32.28620462	27.04294408	28.35341033	44.99963668	23.26927895	24.67317321	28.30805881	22.40156831	19.33102913	23.17681616	23.64214622	14.83354834	39.48422166	20.6460113
Chp1	NA	7252.077187	6993.255671	7041.585635	6376.645608	6741.368845	6109.203394	7603.450105	6637.481932	7112.620898	6898.776588	7323.437279	8166.872692	5919.952203	5870.063435	6967.527877	6385.826266	6580.969818	6565.185702	6752.179107	9255.900247	6823.432238	6818.705723	6520.879674
Klhl3	NA	86.84538074	67.45595935	101.8318866	98.32754055	48.51359889	92.22599161	73.64336464	81.39438741	93.50662687	82.02441174	95.69041751	87.24126256	70.83276144	70.58347947	80.18781292	77.84716172	75.35072977	91.13199447	92.70726463	84.8967978	86.88221172	97.61377021	96.71026346
Tvp23b	NA	389.3405271	450.9912711	368.9172736	436.1977065	416.4083904	454.9815586	477.3181042	336.3277518	476.2720715	388.3070556	373.4006509	328.2452504	392.496831	432.0329458	397.4143256	438.7749115	482.6519718	448.2957708	366.5370555	428.7825611	446.0659894	446.3910615	367.2816747
Dnajc7	NA	1203.15005	1140.96937	1227.342213	1376.585568	1136.026774	1188.946742	1310.124549	1343.775264	1184.125976	1222.512775	1315.743241	1367.506791	1232.490049	1284.464198	1314.727658	1403.607916	1312.528252	1255.596368	1212.920046	1464.738423	1289.459167	1445.561226	1217.028035
Cacybp	NA	414.7110878	531.9384223	488.6144035	573.2286406	586.2059865	474.1953069	631.8782522	476.0803792	546.1835682	465.9684667	349.4780466	395.8572289	490.8293704	528.9882747	504.0376812	485.9550095	537.6376394	580.8513991	418.899492	493.2611417	539.3054362	491.3592028	495.5042712
Cluap1	NA	113.1917322	117.5661006	107.1914596	104.6037665	126.3374971	98.37439105	135.4674238	116.7164801	97.00220171	92.49561324	93.61019104	121.0472518	98.33253941	99.28225684	107.5045404	122.6682548	108.9530822	103.098822	112.4504784	101.016443	113.3706909	98.71055414	84.75730955
Zswim7	NA	140.5138745	151.2940803	142.028684	135.9848965	155.6477964	184.4519832	156.3785027	119.7879664	201.8694468	157.0680225	151.8565321	154.8532411	149.1654623	182.2760184	188.5735381	167.489348	159.8657375	172.1382118	163.9545143	137.5543053	159.9904143	174.3886457	136.9156539
Pigl	NA	143.4412468	149.3667671	134.8825867	143.3071602	141.4979968	132.190588	120.9205864	198.1108675	123.219013	109.9476157	102.9712101	127.5903465	110.8324385	110.9168963	130.4153441	143.8992989	125.2451319	138.9993047	116.7424814	139.7035913	105.9539167	153.5497509	157.5616652
Ndufa2	NA	772.8263095	716.9604822	651.1881172	710.2595748	720.6290835	748.5676319	673.7004099	672.6555035	760.2875269	657.0678941	767.6035666	699.0206163	608.3284218	713.591221	689.0864803	865.7547986	702.5946425	711.565977	665.2604638	634.039376	662.2119796	730.4581007	816.0607624
Pam16	NA	93.6759163	79.98349465	113.4442948	77.40678724	95.00579782	105.2913404	104.5553942	87.53736005	79.52432753	103.8394149	120.6531351	86.15074678	74.99939446	86.87197473	95.1679538	106.1552205	92.66103256	98.49619604	100.43287	103.165729	102.7752992	105.2912578	101.0567922
Glis2	NA	79.03905438	100.2202825	90.21947852	34.51924296	56.5991987	99.91149091	83.6443154	76.78715794	95.25441429	65.44500937	78.00849254	86.15074678	103.332499	101.6091847	59.03937874	139.1812891	69.24121114	63.51623857	85.84005984	64.47858061	86.88221172	69.0973879	57.5915052
Cox6c	NA	1692.997029	1639.179812	1371.157421	1605.667816	1681.804761	1765.359189	1670.158776	1442.062826	1950.530759	1823.734261	1699.545024	1667.398631	1899.98466	1766.138272	1863.705762	1656.02144	1783.97944	1833.686192	1608.642721	1654.950236	1707.977138	1992.85641	1545.190951
Bicc1	NA	241.9961171	250.5507061	166.1467624	97.28150288	112.1876974	278.9836246	201.8373698	162.7887748	251.6813882	171.9022246	148.7361924	199.5643881	317.4974366	346.7122563	134.8212679	316.1066567	139.5006754	104.0193472	175.1137221	153.6739505	263.8252527	199.6146762	117.3562748
Ube2z	NA	1038.241406	1050.385653	1054.049353	1035.577289	1104.695075	1088.266701	1067.374199	1051.984064	1101.106073	1099.476157	1154.52569	937.8435726	1025.825051	1037.034198	1022.174319	1238.477573	1194.410892	1129.484416	1155.407205	1039.179791	1057.420089	1098.977503	1158.349897
Tmem87b	NA	550.3460083	513.6289476	502.0133359	508.3743054	399.2264908	611.7657443	626.4231881	609.690034	602.1127656	584.6420837	918.4199855	790.623942	691.6610823	643.7833842	777.204956	523.699088	611.9701161	611.2287306	599.1636177	631.89009	673.8669104	825.878303	562.875466
Anapc1	NA	700.6177907	658.1774319	667.2668362	791.8505127	715.5755836	650.9617908	722.7959863	763.2643499	622.2123209	746.0731068	682.3142814	690.29649	660.8279979	673.2578042	677.6310784	658.1623673	779.9818784	671.9833935	698.7380871	742.57832	719.4270946	624.070059	688.9247981
Mertk	NA	772.8263095	820.0717343	768.2054607	804.4029647	876.2768799	854.6275223	880.9928437	933.7318405	709.6016918	755.6717082	995.3883648	791.7144578	1033.32499	798.9119105	853.8680299	627.4953036	952.0666532	909.4788943	894.4534235	864.0129802	842.333638	907.0403142	942.1100946
Tsg101	NA	549.3702175	516.5199173	531.4909873	530.3410964	515.4569882	490.3348554	551.8706462	551.331794	559.2919738	504.3628722	500.2944655	549.6199542	516.6624952	484.0010021	551.6216581	540.2121223	504.035287	524.6993621	527.0579674	482.5147116	556.2580628	534.1337763	575.915052
Hps5	NA	299.567774	396.062847	388.5690412	331.5939399	371.9375915	371.2096162	355.4883404	379.3285602	330.331822	372.6002533	317.2345363	405.6718709	425.8298952	363.7763942	361.2857505	360.9277498	384.8996737	356.2432511	449.8019136	326.6914751	362.3623952	329.0351805	362.935146
Map3k4	NA	681.1019748	642.7589269	669.0533605	830.5539063	705.4685838	717.8256347	723.7051637	698.7631372	594.2477222	630.8898903	604.3057889	619.4129642	632.4948933	681.7898731	629.1659168	665.239382	640.4812031	683.0296959	672.9860691	646.9350921	650.5570487	604.3279481	644.372879
Piezo1	NA	406.9047614	432.6817964	332.2935248	228.0362111	266.8247939	426.5452112	312.7570054	374.7213307	311.9800541	324.6072465	319.3147628	295.5297769	429.1632016	359.1225384	239.682254	372.7227743	276.9648446	232.8928747	330.4842304	353.5575503	342.231151	273.0991998	306.430273
Rnf166	NA	305.4225188	270.787494	273.3382221	244.7728137	276.9317936	281.2892744	265.4797837	293.3269433	280.5198806	266.1430381	279.7904599	244.2755352	269.9978201	265.26978	275.8108291	271.2855636	268.8188197	269.7138826	258.3785801	256.8396794	234.158156	327.9383965	342.2891347
Ankrd28	NA	270.2940502	244.7687668	240.287522	275.107906	238.5251945	247.4730775	253.6604782	324.0418065	237.6990889	328.097647	304.7531775	387.1331026	294.9976182	281.5582752	318.9888822	228.8234754	269.8370728	277.9986094	262.6705831	268.6607525	312.5640544	284.0670391	259.7050895
Ankrd52	NA	1280.237523	1065.804158	1288.977302	1056.498042	1135.016074	1246.587987	1178.293834	1415.955192	1091.493243	1115.18296	1261.657353	1178.84756	1240.823315	1161.137019	1112.936349	1212.528519	1109.895884	1098.18656	1189.743229	1287.422326	1253.434835	1111.042126	1380.022861
Srp19	NA	262.4877238	265.0055546	247.4336193	230.1282864	262.781994	255.9271267	236.3861087	253.3976212	266.5375813	220.7678316	265.2288746	272.6289455	247.4980017	251.3082126	261.7118729	228.8234754	218.9244176	244.8597023	298.7234082	269.7353956	287.1351143	296.1316624	222.7595956
Clec4f	NA	1466.613565	1906.11268	1793.670424	1915.294965	1624.194863	1688.504196	1565.603382	2008.752052	1682.24539	2148.341508	2179.037225	1418.761032	1812.485366	1692.452222	1783.517949	1542.789205	2772.703205	2229.512026	2190.638327	2192.271741	1922.00405	1564.013891	2355.818553
Wdfy2	NA	37.0800502	18.30947468	27.69112707	24.0588663	22.23539949	19.21374825	17.27436948	26.1076337	9.6128308	37.52180537	28.08305731	37.07753659	18.33318531	20.94235105	21.14843418	25.94905391	32.58409936	41.42363385	48.07043351	27.94071826	34.96479252	21.9356787	51.07171216
Rbsn	NA	340.5509874	327.6432311	390.3555655	365.0671452	388.1087911	352.7644179	380.0361287	339.3992381	363.539783	364.7468522	393.1628024	364.2322712	357.4971136	380.8405321	375.3847066	351.4917302	383.8814206	382.9384818	371.6874591	365.3786235	349.6479252	325.7448287	386.8410538
Mrps25	NA	203.9402761	231.2775749	225.9953274	241.6347007	272.8889937	221.3423799	249.1145915	221.1470149	206.2389153	224.2582321	218.4237791	223.5557353	221.664877	262.9428521	237.9198845	226.4644705	235.2164673	232.8928747	198.2905382	223.5257461	212.9673726	222.6471388	220.5863313
Dguok	NA	210.7708117	213.9317568	204.5570355	255.2331904	236.5037946	214.4254305	232.7493994	244.1831622	207.9867028	217.2774311	211.1429865	205.016967	226.6648366	221.8337926	205.3160485	217.0284509	221.9791769	228.2902488	221.4673544	209.555387	212.9673726	209.4857316	221.6729634
Camta1	NA	64.40219246	67.45595935	76.82054607	97.28150288	72.77039833	67.63239385	68.1883006	81.39438741	81.27211495	59.33680849	53.04577493	59.97836801	74.99939446	53.51934158	62.56411777	63.69313232	69.24121114	67.19833935	60.94644249	66.62786663	66.75096754	52.64562888	66.28456259
Csf1	NA	456.670092	412.4450086	380.5296817	314.8573373	380.0231913	375.0523659	392.7646114	440.7582866	328.5840346	391.7974561	346.3577069	367.5038186	385.8302182	392.4751716	333.0878383	412.8258576	349.260815	290.8859621	353.6610465	455.6486363	356.0051602	402.5197041	379.2346286
Strip1	NA	408.856343	409.5540389	424.2995277	394.3561999	370.9268915	398.1088638	354.5791631	419.2578823	323.3406724	368.2372527	360.9192921	320.6116399	339.1639283	316.4621937	333.969023	386.8768037	370.6441302	371.8921794	407.7402842	352.4829073	375.0768652	312.5834215	418.3533869
Slc25a11	NA	1723.246544	1647.852721	1704.344208	1705.041395	1580.734764	1818.389135	1501.05179	1658.602611	1683.119284	1720.767446	2009.498768	1960.747376	1525.821014	1571.451971	1730.646863	1639.508406	1679.09937	1557.528633	1804.358058	1639.905234	1599.904143	1967.630379	1642.987847
Cmc2	NA	106.3611966	129.1299793	142.028684	107.7418795	158.6798964	126.8107385	111.828813	101.3590485	140.6968872	114.3106164	125.8537013	131.9524096	103.332499	124.102821	147.1578545	99.07820583	139.5006754	121.509326	127.9016892	95.64322791	114.4302301	133.8076401	129.3092287
Chfr	NA	404.9531799	404.7357561	393.9286141	446.6580831	413.3762905	407.3314629	422.7674637	439.2225434	363.539783	384.8166551	430.6068788	424.2106392	387.4968714	410.3149521	429.1369768	417.5438674	411.3742544	414.2363385	429.2002992	387.9461267	446.0659894	432.1328704	397.7073756
Tex261	NA	1959.387916	1878.16664	2025.025325	1852.532705	1916.287156	1896.012678	1786.533476	1799.890982	1614.081681	1713.786645	1823.318499	1785.174335	1634.986799	1545.855765	1646.053127	1646.585421	1825.727817	1873.268775	1927.109343	1813.997401	1710.096216	1780.080326	1849.44796
