#1.2																								
12618	23																							
NAME	description	Control_12	Control_13	Control_16	Control_20	Control_25	Control_7	Control_35	Control_38	Cyp7a1_2	Cyp7a1_5	Cyp7a1_17	Cyp7a1_19	Cyp7a1_24	Cyp7a1_26	Cyp7a1_28	Cyp8b1_3	Cyp8b1_4	Cyp8b1_6	Cyp8b1_10	Cyp8b1_18	Cyp8b1_27	Cyp8b1_30	Cyp8b1_34
Msl1	NA	968.9603	1007.021	1043.33	1047.084	1145.123	893.8236	983.7299	932.1961	1012.843	971.2039	1001.629	974.9211	961.6589	943.1814	952.5607	1012.013	1006.034	1068.73	1010.338	1010.164	923.9182	881.8143	1026.867
Senp7	NA	89.77275	87.69275	80.39359	82.63698	103.0914	96.06874	84.55349	84.46587	94.38052	100.349	88.40962	94.87487	90.8326	100.0579	99.57388	99.07821	99.7888	76.40359	74.68085	103.1657	99.59668	94.32342	69.54446
Arhgef15	NA	335.672	257.2963	318.8946	299.1668	282.996	288.9748	282.7542	367.0426	215.8517	213.787	294.352	308.616	252.498	314.1353	252.0188	252.4135	252.5268	285.3628	301.2986	270.81	255.3489	316.9706	285.7843
Rnaseh2a	NA	346.4057	344.0254	297.4563	325.3177	295.1244	334.3192	316.3937	325.5775	322.4668	349.9127	320.3549	371.8659	323.3307	434.3599	326.9195	368.0048	258.6363	309.2965	331.3426	362.1547	311.5045	302.7124	325.9897
Ctif	NA	1580.781	1382.847	1503.36	1333.698	1349.284	1413.363	1722.891	1653.995	1495.232	1437.172	1724.508	1534.356	1157.491	1199.919	1467.173	1316.325	1252.451	1296.099	1336.53	1648.502	1532.094	1554.143	1556.057
Fbxo31	NA	2433.622	1985.133	2399.302	1698.765	2102.256	2492.407	2434.777	2848.804	3016.681	3027.922	3676.8	3312.987	2304.148	2570.48	3122.919	2524.135	2338.927	2287.505	3073.933	2714.548	2432.702	3303.513	2903.481
Glis3	NA	31.22531	44.3282	25.01134	15.69056	19.2033	50.7243	43.64051	32.25061	43.69469	47.99301	31.2034	41.4396	80.83268	60.50013	33.48502	49.5391	26.47458	21.17208	42.92003	36.53786	63.57235	38.38744	21.73264
Rnf157	NA	79.03905	53.96477	66.1014	46.02566	58.6206	66.09529	85.46267	90.60885	54.18141	74.17101	54.08589	50.16373	84.16599	62.82705	40.5345	61.33413	67.2047	69.03939	54.93764	67.70251	92.17991	62.51668	67.37119
Gas1	NA	263.4635	265.9692	392.1421	311.7192	336.5631	280.5207	296.3918	310.2201	368.7831	269.6334	179.9396	213.7411	254.1646	300.1737	231.7516	375.0818	362.4981	368.2101	309.8826	149.3754	241.5749	256.6474	318.3832
Mrpl35	NA	377.631	359.4439	360.8779	405.8626	418.4298	391.1919	423.6766	336.3278	390.6305	384.8167	351.5583	338.0599	373.3303	417.2957	392.1272	379.7998	391.0092	392.1437	361.3867	390.0954	379.315	415.6811	304.257
Cyp2f2	NA	32731.93	35835.5	32673.74	31957.5	33463.27	29295.59	26898.01	32903.3	26486.84	38086.38	27728.38	27038.25	23292.31	25555.87	24921.67	27024.76	24726.24	26525.85	31953.96	27267.99	35836.79	26053.01	32170.83
Uba2	NA	609.8692	550.2479	567.2215	577.4128	596.313	517.2341	619.1498	554.4033	543.5619	522.6875	637.5894	571.4303	609.9951	577.8538	579.8196	610.9823	591.6051	527.4609	548.518	560.9637	620.89	578.0051	585.6947
Krcc1	NA	1131.917	1182.407	1025.465	1014.657	1076.395	1064.442	1131.017	989.0186	1067.898	1022.687	936.1019	1042.533	1185.824	1093.656	1029.224	1040.321	1060.001	1009.816	880.719	1000.493	1131.588	1034.267	905.1646
Gm6180	NA	119.0465	106.9659	97.36558	104.6038	84.8988	112.2083	95.46362	127.4667	98.74999	96.85861	118.5729	98.14642	105.8325	104.7118	90.76203	103.7962	81.46025	87.44989	109.0169	83.82215	76.28682	102.0009	114.0964
Jam2	NA	272.2456	327.6432	283.1641	255.2332	364.8627	295.8917	300.9377	247.2546	249.9336	197.2076	293.3119	237.7324	344.9972	300.9493	289.0286	245.3365	274.9283	291.8065	284.1306	207.4061	268.0634	231.4214	276.0046
Clec12a	NA	87.82117	186.9494	103.6184	77.40679	91.9737	143.7188	128.194	115.1807	131.958	143.1064	95.69042	85.06023	313.3308	140.3913	97.81151	101.4372	170.0483	117.8272	99.57447	132.1811	147.2759	98.71055	103.2301
2700081O15Rik	NA	95.6275	120.4571	110.7645	55.44	62.6634	119.1252	95.46362	90.60885	102.2456	91.62301	92.57008	105.78	116.6657	113.2438	70.49478	129.7453	106.9166	101.2578	110.7337	98.86716	125.0256	106.388	118.4429
Lins1	NA	88.79696	77.09252	75.92728	91.00528	96.0165	61.48399	79.09843	87.53736	72.53318	85.51481	59.28645	66.52146	80.83268	65.92962	79.30663	84.92418	65.1682	72.72149	88.41526	83.82215	100.6562	74.58131	68.45783
Tmem248	NA	1271.455	1282.627	1276.472	1186.207	1261.354	1242.745	1221.934	1376.026	1248.794	1308.9	1432.236	1346.787	1265.823	1226.291	1361.43	1115.809	1224.958	1198.524	1315.07	1317.512	1396.473	1252.527	1220.288
Yap1	NA	1370.986	1294.191	1606.085	1581.609	1590.842	1382.621	1532.873	1429.777	1399.978	1489.528	1366.709	1494.007	1352.489	1344.189	1405.49	1526.276	1534.507	1607.237	1479.024	1422.827	1523.617	1463.11	1551.711
Socs3	NA	106.3612	94.43834	106.2982	66.94641	69.7383	103.7542	89.09938	133.6097	129.3363	100.349	87.36951	73.06456	129.999	100.0579	98.69269	125.0273	102.8436	172.1382	111.5921	139.7036	83.70359	69.09739	179.2943
Chmp3	NA	1077.273	1067.731	1077.274	1106.708	1110.759	1105.175	1058.282	1039.698	1069.646	951.1341	973.546	983.6452	1114.158	1015.316	1047.729	1045.039	982.6142	1035.591	1000.037	996.1941	1025.634	960.7827	1033.387
Rnf26	NA	133.6833	151.2941	138.4556	168.4121	191.0223	164.4697	134.5582	150.5028	127.5885	147.4694	123.7735	125.4093	153.3321	124.8785	115.4352	162.7713	141.5372	168.4561	163.0961	106.3897	129.2638	126.1302	147.782
Supt7l	NA	266.3909	214.8954	254.5797	264.6475	259.7499	229.7964	225.476	247.2546	228.9602	250.4362	273.5498	236.6419	263.3312	219.5069	215.8903	247.6955	243.3625	250.3829	246.361	243.944	262.7657	230.3246	237.9724
Mapk11	NA	39.03163	40.47358	20.54503	33.47321	23.2461	36.12185	18.18355	30.71486	26.21681	27.0506	17.68192	22.90083	33.33306	40.33342	24.67317	42.46209	26.47458	26.69523	23.17682	19.34357	39.20295	31.80673	26.07917
Fes	NA	219.5529	231.2776	184.9053	216.5298	207.1935	287.4377	194.564	251.8619	192.2566	229.4938	241.3063	209.379	283.331	215.6287	192.0983	261.8495	251.5085	217.2439	246.361	237.4961	222.5032	207.2922	257.5318
9030619P08Rik	NA	254.6814	197.5496	181.3322	94.14339	147.5622	278.2151	179.1079	264.1478	129.3363	95.11341	164.3379	158.1248	67.49946	81.44248	101.3362	165.1303	131.3547	128.8735	240.3522	280.4818	240.5154	218.26	255.3586
Bcl3	NA	393.2437	495.3195	560.9686	443.52	463.9113	380.4322	374.5811	383.9358	495.4977	479.0575	433.7272	367.5038	441.6631	415.7445	417.6816	469.442	368.6076	360.8459	555.3852	439.529	335.8739	244.5828	458.5588
Kat2b-ps	NA	26.34635	25.05507	14.29219	30.33509	28.2996	13.8339	11.81931	30.71486	17.47787	26.178	24.96272	29.44393	16.66653	17.06414	15.86133	9.43602	23.41982	15.64893	34.33602	23.64215	12.71447	18.64533	28.25244
Raet1e	NA	69.28115	89.62006	24.11808	15.69056	18.1926	80.69774	33.63956	26.10763	108.3628	68.06281	82.16895	76.3361	157.4987	103.9361	88.11848	122.6683	89.60627	70.88044	96.14087	63.40394	68.87005	78.96844	55.41824
Dand5	NA	56.59587	54.92842	58.06204	80.5449	63.6741	44.5759	54.55064	53.75101	68.16371	58.46421	56.16611	41.4396	56.66621	60.50013	58.15819	66.05214	59.05868	57.07256	67.81365	47.28429	52.97696	78.96844	82.58405
Ndfip2	NA	685.9809	786.3438	749.447	553.3539	630.6768	819.2742	687.3381	605.0828	747.1791	680.6281	646.9504	697.9301	724.9941	680.2386	717.2844	667.5984	757.5803	727.2149	639.5084	625.4422	767.1064	646.0057	594.3878
Aldh1a1	NA	22732.02	24165.62	28696.94	22981.45	29597.34	29336.32	25142.39	20339.38	29688.79	32489.52	28526.15	30641.31	29616.43	29079.62	32978.34	24547.8	28183.21	25937.64	27911.75	16439.89	20231.9	21577.03	23604.91
Trmt1l	NA	459.5975	508.8107	545.7832	548.1237	639.7731	474.9639	565.5083	526.7599	503.3628	574.1709	505.495	527.8096	564.1621	539.0716	539.2851	580.3152	650.6637	548.633	545.0844	535.1722	553.0794	503.4238	529.1899
Ddx10	NA	203.9403	233.2049	212.5964	241.6347	230.4396	229.0279	220.9301	213.4683	203.6172	246.0732	236.1057	252.9997	264.9979	281.5583	248.4941	165.1303	259.6545	234.7339	224.0426	283.7058	291.3733	257.7442	218.4131
Rab4b	NA	24.39477	24.09141	27.69113	32.42717	27.2889	32.2791	26.36614	27.64338	26.21681	20.9424	29.12317	27.26289	33.33306	26.37185	16.74251	37.74408	20.36506	31.29786	28.32722	35.46322	24.3694	30.70995	30.4257
Pom121	NA	624.5061	521.3382	580.6204	498.96	575.0883	610.9972	553.689	709.5133	544.4358	605.5845	695.8358	723.012	534.9957	549.155	600.0868	542.5711	527.4551	536.6662	584.5708	770.519	561.5558	626.2636	658.4991
Slc22a26	NA	1.951582	13.49119	15.18546	4.184151	22.2354	10.7597	34.54874	16.89317	36.70354	31.4136	34.32374	27.26289	9.999919	16.2885	36.12858	9.43602	48.87615	14.7284	6.867205	13.97036	11.65493	18.64533	10.86632
Sec61b	NA	436.1785	492.4285	395.7151	541.8475	465.9327	452.6759	431.8592	387.0073	421.2168	417.9755	393.1628	311.8875	413.33	415.7445	358.6422	358.5687	437.8488	483.2757	392.2891	330.99	437.5897	398.1326	417.2668
Slamf8	NA	21.4674	35.65529	25.01134	20.92075	45.4815	62.25254	16.36519	21.5004	27.0907	21.815	31.2034	21.81032	24.9998	35.67956	18.50488	54.25711	57.02217	30.37733	28.32722	29.01536	33.90525	10.96784	42.37865
D10Jhu81e	NA	1752.52	1458.012	1919.62	1879.73	1676.751	1626.252	1469.231	1531.136	1669.137	1714.659	1775.473	1803.713	1413.322	1628.074	1657.509	1847.101	1601.712	1691.005	1705.642	1346.528	1536.332	1766.919	1902.693
Gas5	NA	811.8579	729.488	916.487	830.5539	847.9773	796.9863	956.4546	858.4804	859.0375	821.1167	883.0561	946.5677	771.6604	859.412	899.6896	839.8057	830.8945	758.5128	812.9054	986.5223	892.132	842.3301	939.9368
Dis3l2	NA	468.3796	385.4626	410.9006	488.4996	414.387	409.6371	358.2159	393.1502	356.5486	402.2687	456.6097	490.7321	453.3297	421.1739	389.4837	391.5948	406.283	409.6337	392.2891	358.9308	405.8035	395.939	397.7074
Ficd	NA	224.4319	225.4956	206.3436	213.3917	225.3861	202.8972	222.7484	256.4691	214.9779	228.6212	219.4639	238.823	217.4982	214.0774	237.0387	172.2074	205.6871	202.5155	210.3081	221.3765	239.4559	204.0018	241.2323
Zfp943	NA	60.49903	79.01984	64.31488	93.09735	108.1449	65.32674	90.00856	86.00162	79.52433	70.68061	69.68759	69.79301	130.8323	77.56426	79.30663	87.28318	107.9348	88.37042	64.38004	85.97144	92.17991	81.16201	74.97762
Zfp952	NA	89.77275	73.2379	98.25884	100.4196	85.9095	103.7542	110.9196	70.64419	102.2456	90.75041	88.40962	83.96972	115.8324	94.6284	101.3362	117.9502	104.8801	107.7014	91.84886	83.82215	103.8348	82.2588	45.63855
Cbx7	NA	403.0016	371.0078	344.7992	427.8294	296.1351	420.3968	456.407	574.3679	499.8672	458.1151	398.3634	432.9348	362.4971	542.1742	428.2558	566.1612	376.7536	380.1769	388.8555	543.7694	361.3029	485.8753	466.1652
Hunk	NA	92.70013	93.47469	96.47231	69.03849	49.5243	117.5881	77.28007	73.71567	179.1482	178.0104	124.8136	142.8576	169.1653	182.276	103.0986	132.1043	80.442	92.05252	87.55686	92.4193	107.0135	106.388	89.10384
Mapk14	NA	2590.725	2384.086	2786.978	2790.828	2904.752	2419.395	2782.083	2705.979	2641.781	2801.919	3226.431	2970.565	2449.98	2478.954	2960.781	2417.98	2895.912	2795.635	2847.315	2917.656	2760.1	2920.736	2636.17
Thoc7	NA	473.2585	428.8272	409.1141	412.1388	463.9113	422.7025	453.6795	426.9366	474.5243	415.3577	452.4493	465.6502	439.9964	448.3214	482.8892	464.724	432.7576	440.9316	434.3507	480.3654	463.0186	480.3914	395.5341
Ggcx	NA	1388.55	1564.978	1355.079	1967.597	1842.506	1313.452	1531.055	1343.775	1260.155	1519.197	1371.909	1187.572	1301.656	1230.945	1397.559	1514.481	1545.708	1633.932	1454.989	1371.244	1396.473	1340.27	1364.81
Hhipl2	NA	37.08005	41.43723	38.41027	18.82868	42.4494	44.5759	30.91203	35.32209	52.43362	48.86561	60.32657	77.42662	34.99972	68.25655	61.68293	25.94905	33.60235	27.61576	39.48643	45.13501	36.02433	66.90382	28.25244
Kdm3a	NA	261.5119	267.8965	217.956	343.1004	270.8676	265.1497	264.5706	291.7912	300.6194	262.6526	236.1057	263.9048	289.1643	294.7442	269.6425	219.3875	312.6037	309.2965	236.0602	276.1833	316.8022	280.7767	257.5318
Tcf4	NA	499.6049	536.7567	399.2882	485.3615	470.9862	567.9584	520.0494	502.188	512.9756	554.1011	390.0425	393.6762	631.6616	427.3791	408.8697	544.9301	442.9401	488.7989	423.1915	490.0372	523.4123	450.7782	418.3534
Usp21	NA	323.9625	368.1168	393.0354	429.9215	421.4619	349.6902	360.9434	431.5438	393.2522	359.5113	335.9566	309.7065	327.4974	370.7572	336.6126	337.3377	415.4473	376.4948	373.4043	394.394	385.6723	313.6802	416.1801
Nrd1	NA	1612.006	1685.435	1636.456	1695.627	1699.997	1633.937	1661.067	1554.172	1718.949	1667.539	1648.579	1689.209	1853.318	1730.459	1743.865	1599.405	1651.607	1702.972	1577.74	1679.667	1735.525	1616.66	1552.797
Cstf2t	NA	394.2195	365.2258	491.2942	475.9471	436.6224	398.8774	453.6795	373.1856	424.7123	468.5863	450.369	450.383	420.8299	462.283	432.6617	415.1849	468.3964	463.0242	448.0851	464.2458	426.9943	426.649	450.9524
3110082I17Rik	NA	72.20852	88.6564	68.78119	109.834	54.5778	62.25254	101.8279	67.5727	67.28982	81.15181	54.08589	56.70682	48.33294	74.46169	44.05924	70.77015	63.13169	75.48307	88.41526	204.1822	101.7158	42.77457	71.71772
Smagp	NA	420.5658	326.6796	392.1421	354.6068	415.3977	372.7467	290.9367	420.7936	386.261	361.2565	358.8391	327.1547	453.3297	377.738	346.3056	419.9029	394.064	398.5874	383.7051	327.7661	352.8265	382.7776	475.9449
Ier2	NA	313.2288	271.7512	351.9453	321.1336	244.5894	255.1586	270.9348	262.6121	304.9889	246.0732	226.7447	205.017	189.1651	258.289	224.7021	261.8495	264.7458	304.6938	519.3324	338.5125	259.5871	241.2925	403.1405
Eif3k	NA	1022.629	999.3119	959.3636	971.769	953.0901	918.4172	903.7223	979.8041	1032.942	1000.872	1067.156	1058.891	848.3265	933.0981	934.937	1056.834	827.8398	888.3068	1002.612	1004.791	770.285	943.2342	997.5283
Tanc2	NA	130.756	107.9295	110.7645	147.4913	112.1877	123.7365	113.6472	115.1807	111.8584	110.8202	114.4125	115.5947	131.6656	120.2246	107.5045	108.5142	127.2816	130.7146	139.9193	117.1361	133.5019	92.12985	108.6632
Zfand2a	NA	323.9625	344.0254	358.1981	251.049	381.0339	366.5983	316.3937	299.4699	381.0177	356.8935	401.4837	383.8616	384.1636	363.7764	380.6718	351.4917	313.622	367.2896	307.3074	290.1536	288.1947	275.2928	292.3041
Zfp472	NA	53.66849	46.25551	44.66311	43.93358	39.4173	48.41865	55.45982	30.71486	60.29867	56.71901	41.60453	51.25424	40.833	47.3142	53.75227	66.05214	57.02217	66.27781	61.80484	64.47858	52.97696	53.74241	42.37865
Rpia	NA	85.86959	132.0209	75.03402	59.62415	70.749	108.3655	91.82691	73.71567	84.76769	76.78881	75.92827	82.8792	97.49921	93.07712	87.23729	115.5912	88.58802	80.08569	66.09685	118.2107	87.94175	93.22663	68.45783
Notumos	NA	22.44319	29.87335	25.9046	8.368301	29.3103	25.36215	30.91203	32.25061	14.85619	20.9424	18.72204	27.26289	13.33323	23.26928	22.02962	25.94905	19.34681	20.25155	32.61922	8.597144	16.95263	10.96784	36.94549
Sh3pxd2a	NA	919.1949	901.0189	1263.966	884.9479	745.8966	838.488	983.7299	1067.341	831.9468	988.6559	1202.371	1250.822	797.4936	819.8543	831.8384	780.8306	854.3144	1051.24	1094.461	999.418	1069.075	907.0403	913.8577
Dennd4a	NA	531.806	615.7765	521.6651	496.8679	537.6924	518.0027	634.6058	492.9736	613.4734	576.7887	522.1368	612.8699	629.9949	642.2321	639.7401	544.9301	550.8749	553.2356	530.4916	598.5762	626.1876	562.6502	484.6379
Aldh7a1	NA	12306.67	11509.91	15562.41	15434.29	15562.76	10992.57	13019.42	13900.01	11540.64	13476.44	14505.42	13236.68	11239.91	12476.21	14187.07	11327.94	13397.16	13806.96	12454.53	9283.841	11974.91	12128.24	14342.46
Plxnb1	NA	1018.726	988.7116	1077.274	1218.634	718.6077	1017.56	901.9039	1041.234	1330.066	1534.904	1241.895	1172.304	1181.657	1282.913	1274.193	1594.687	1323.729	985.8825	1352.839	1613.039	1115.695	1192.204	1240.934
BC048403	NA	135.6349	133.9483	142.9219	178.8724	158.6799	174.4608	170.0162	155.1101	131.0841	146.5968	164.3379	155.9438	151.6654	155.9042	168.3063	136.8223	154.7745	154.6482	165.6713	185.9132	139.8592	167.8079	154.3018
Dusp7	NA	144.417	155.1487	127.7365	105.6498	138.4659	136.8019	136.3766	159.7173	131.958	116.9284	95.69042	95.96539	124.999	115.5708	127.7718	174.5664	151.7197	127.953	169.9633	150.45	128.2042	119.5494	147.782
Tmem39b	NA	72.20852	83.83812	76.82055	102.5117	90.963	75.31789	76.3709	72.17993	68.16371	68.06281	64.48702	55.6163	65.8328	72.91041	78.42544	120.3092	81.46025	68.11886	91.84886	70.92644	64.63189	71.29096	78.23752
Gm6457	NA	40.98321	35.65529	54.48899	36.61132	39.4173	24.5936	45.45887	61.42973	29.71239	34.904	41.60453	50.16373	24.9998	23.26928	31.72265	37.74408	33.60235	39.58258	21.46001	34.38858	36.02433	32.90352	32.59897
Chd8	NA	1010.919	883.6731	937.9253	1057.544	983.4111	948.3906	950.0903	1076.556	800.4866	954.6245	989.1477	1083.973	919.9926	874.1492	949.036	953.038	935.7746	877.2605	1043.815	1040.254	1027.753	938.847	1034.474
Chchd3	NA	1975.001	1843.475	1898.182	1951.906	1880.913	2018.981	2079.289	2067.11	2275.619	2011.343	2144.713	2099.243	2027.484	2216.011	2321.922	1969.769	1932.644	1997.54	1991.489	1892.446	1956.969	2047.696	2062.428
Lysmd1	NA	29.27372	26.98238	18.75851	29.28905	25.2675	30.742	25.45697	23.03615	24.46902	29.6684	29.12317	27.26289	24.16647	30.25006	27.31673	28.30806	24.43807	28.53628	22.31842	19.34357	19.07171	17.54854	27.1658
Ubxn7	NA	393.2437	372.9351	380.5297	417.369	373.959	345.8475	403.6747	322.5061	414.2256	395.2879	354.6786	408.9434	400.8301	424.2765	358.6422	318.4657	416.4655	361.7664	361.3867	440.6036	361.3029	411.294	341.2025
Exoc6	NA	494.7259	462.5551	447.5243	443.52	456.8364	443.4533	472.7722	443.8298	404.6128	471.2041	446.2086	482.008	499.1626	439.7894	498.7506	424.6209	426.6481	451.0573	436.9259	415.8868	584.8656	474.9074	459.6454
Grwd1	NA	165.8844	170.5672	175.0794	151.6755	186.9795	169.081	144.5592	162.7888	157.3009	169.2844	192.4209	185.3877	144.1655	169.8657	157.7321	176.9254	155.7927	150.9661	171.6801	202.0329	166.3476	170.0015	177.121
Camk2d	NA	179.5455	196.5859	153.6411	164.2279	144.5301	188.2947	160.9244	179.6819	157.3009	154.4502	158.0972	171.211	244.1647	166.7632	164.7815	181.6434	139.5007	154.6482	140.7777	178.3907	150.4546	172.1951	136.9157
Gm9923	NA	20.49161	21.20044	27.69113	37.65736	43.4601	19.9823	34.54874	18.42892	19.22566	13.089	42.64464	33.80599	15.83321	27.92313	32.60384	44.82109	28.51109	28.53628	25.75202	11.82107	16.95263	26.32281	18.47275
H2-T24	NA	66.35377	93.47469	103.6184	81.59094	118.2519	106.8284	117.2839	69.10844	91.75884	90.75041	68.64747	103.599	101.6658	79.11555	100.4551	106.1552	125.2451	96.65515	90.99046	103.1657	112.3112	80.06523	101.0568
Nudcd3	NA	948.4687	815.2535	914.7005	876.5796	842.9238	923.797	797.3485	967.5182	811.8473	793.1935	990.1878	941.1151	842.4932	795.8093	882.0659	832.7287	839.0406	842.2806	941.6655	805.9823	806.3093	960.7827	853.0063
Txlna	NA	613.7724	690.9418	689.5984	655.8656	698.3937	663.2586	695.5207	560.5463	605.6083	633.5077	662.5521	631.4086	667.4946	613.5333	560.4335	780.8306	647.609	671.9834	705.6053	730.7572	741.6774	585.6826	668.2788
Lipg	NA	750.3831	618.6675	362.6644	267.7856	782.2818	966.8358	556.4165	469.9374	600.365	642.2337	1088.999	1058.891	958.3256	931.5468	1067.115	856.3188	775.9089	799.9364	614.6148	597.5015	964.1806	1437.884	808.4543
Fpgt	NA	189.3034	193.695	166.1468	228.0362	223.3647	195.2117	208.2016	188.8964	234.2035	249.5636	197.6215	239.9135	287.4977	213.3017	244.0882	233.5415	227.0704	230.1313	195.7153	207.4061	203.4315	222.6471	176.0344
Srcap	NA	91.72433	75.16521	117.9106	116.1102	107.1342	105.2913	98.19115	119.788	62.92035	101.2216	107.1317	109.0516	99.16587	78.33991	89.88085	73.12915	105.8983	99.41672	121.0345	89.19537	110.1921	96.51699	128.2226
Sh2d4a	NA	114.1675	185.0221	129.523	135.9849	160.7013	204.4343	134.5582	121.3237	236.8252	198.9528	136.2548	146.1291	244.1647	214.0774	225.5833	226.4645	166.9935	164.774	169.9633	135.405	162.1095	165.6144	128.2226
Slc39a8	NA	469.3554	514.5926	547.5697	575.3207	586.206	485.7236	568.2358	582.0467	547.0575	561.0819	517.9764	489.6416	544.9956	445.2189	510.206	573.2382	649.6455	613.0698	471.2619	511.5301	575.3298	529.7466	445.5192
Ech1	NA	8454.251	7557.958	7979.511	6548.196	7032.45	7932.972	6503.346	7270.208	8572.023	7831.586	9033.383	9220.311	7494.106	7687.394	8235.553	8494.777	6664.467	6924.191	8246.655	6321.05	6557.488	7192.709	7787.893
Mat2a	NA	1318.293	1606.415	1062.089	854.6128	1247.204	1360.333	1391.041	999.7688	1413.96	1417.975	1189.89	1393.679	1650.82	1432.612	1337.638	1339.915	1148.59	1060.445	1210.345	1461.514	1295.816	1159.301	991.0085
Nanp	NA	27.32214	28.9097	35.73049	32.42717	32.3424	20.75085	39.09463	16.89317	28.83849	25.3054	27.04294	18.53877	27.49978	35.67956	29.96028	18.87204	36.65711	29.45681	30.04402	32.23929	26.48848	27.4196	44.55192
Cyhr1	NA	1300.729	1272.027	1478.349	1332.652	1375.563	1208.929	1270.121	1362.204	1261.029	1317.626	1324.064	1355.511	1194.157	1206.9	1241.589	1457.865	1289.108	1332.92	1416.361	1398.111	1183.505	1244.85	1475.646
Cnn3	NA	2115.514	1929.24	2248.341	2609.864	2353.92	2098.141	2137.476	2455.653	1912.079	1997.382	2116.63	1970.562	1884.985	2136.12	2099.863	2236.337	2267.65	2035.281	2136.559	1881.7	2022.66	2071.825	2412.323
Adnp2	NA	176.6181	182.1311	171.5063	207.1155	180.9153	167.5439	208.2016	198.1109	158.1748	170.157	187.2204	176.6636	180.8319	183.8273	155.9697	153.3353	171.0665	195.1513	142.4945	193.4357	178.0026	188.6468	183.6408
Lgals4	NA	656.7072	655.2865	640.469	468.6249	546.7887	724.7426	678.2463	723.335	893.1194	794.0661	921.5403	866.96	704.161	862.5146	771.0367	806.7797	632.3352	535.7457	718.4813	774.8176	608.1755	962.9763	713.9173
Pde5a	NA	23.41898	28.9097	32.15744	21.96679	25.2675	33.04765	40.91298	30.71486	24.46902	26.178	20.80226	22.90083	41.66633	26.37185	22.9108	33.02607	22.40157	24.85418	19.74321	39.76179	22.25032	29.61317	19.55938
Zfp14	NA	23.41898	34.69164	22.33155	27.19698	29.3103	30.742	42.73134	23.03615	31.46017	37.52181	24.96272	33.80599	32.49974	37.23085	29.96028	21.23104	30.54759	34.97996	37.76963	24.71679	34.96479	27.4196	26.07917
Tusc1	NA	47.81375	42.40089	44.66311	38.70339	38.4066	36.8904	48.1864	49.14378	43.69469	44.50261	37.44408	28.35341	29.16643	47.3142	36.12858	66.05214	43.78488	44.18521	46.35363	45.13501	57.21512	26.32281	40.20539
Ndst1	NA	4831.14	4313.327	4651.216	5250.063	5135.367	4376.123	4434.058	5693	4199.059	4686.735	4594.18	4761.192	4047.467	4326.535	4435.884	4394.826	4896.779	4726.897	4660.257	4483.411	4551.78	4420.039	5087.612
Sirt5	NA	341.5268	318.0067	325.1474	339.9622	299.1672	405.7944	348.2149	307.1486	380.1438	341.1866	349.478	386.0426	400.8301	401.0072	363.9293	368.0048	314.6402	337.8327	319.325	284.7804	346.4693	389.3583	362.9351
Nt5dc3	NA	570.8376	452.9186	587.7665	673.6483	550.8315	441.1477	470.0447	606.6185	568.9048	586.3873	758.2425	665.2146	483.3294	463.0587	573.6513	478.878	600.7693	601.103	638.65	671.6519	606.0564	587.8762	481.3781
Ercc6	NA	240.0445	193.695	214.3829	240.5887	215.2791	193.6746	176.3804	225.7542	228.0863	212.0418	231.9453	236.6419	239.9981	235.7954	232.6328	219.3875	232.1617	203.4361	223.1842	245.0186	263.8253	233.615	210.8066
A930004D18Rik	NA	37.08005	24.09141	35.73049	26.15094	35.3745	36.12185	25.45697	38.39358	41.9469	41.01221	32.24351	25.08186	29.16643	34.90392	32.60384	25.94905	43.78488	33.13891	33.47762	38.68715	28.60756	39.48422	43.46529
Pkp3	NA	26.34635	34.69164	14.29219	16.7366	19.2033	33.8162	23.63861	23.03615	26.21681	19.1972	19.76215	9.814642	26.66645	27.14749	20.26725	47.1801	26.47458	22.0926	23.17682	9.671787	12.71447	17.54854	17.38611
Iigp1	NA	4356.906	5129.544	5859.8	5174.748	5656.888	4236.247	6172.405	4716.267	4532.887	4728.62	4366.395	4835.347	3630.804	3816.162	4518.715	4592.983	6015.839	5206.491	5262.854	6899.208	5644.165	4766.623	6098.18
Utp18	NA	226.3835	212.0044	223.3155	167.366	203.1507	232.1021	238.2045	156.6458	222.8429	243.4554	199.7017	242.0945	228.3315	200.1158	225.5833	238.2595	201.6141	224.6081	194.8569	240.72	243.694	222.6471	195.5938
1810037I17Rik	NA	277.1246	293.9153	318.8946	280.3381	272.889	266.6868	309.1203	319.4346	266.5376	223.3856	255.8679	227.9178	244.1647	222.6094	275.8108	271.2856	253.545	282.6012	256.6618	242.8693	279.7183	258.841	245.5789
Slc25a40	NA	79.03905	73.2379	72.35424	57.53207	75.8025	62.25254	73.64336	81.39439	62.92035	68.93541	97.77064	82.8792	82.49933	84.54505	79.30663	99.07821	92.66103	81.00622	60.08804	69.8518	77.34636	112.9687	69.54446
Skp2	NA	33.17689	59.74671	52.70247	42.88754	34.3638	33.8162	48.1864	39.92932	41.073	41.88481	28.08306	35.98702	72.49941	41.8847	49.34635	54.25711	48.87615	40.50311	46.35363	53.73215	40.26249	30.70995	44.55192
Syne3	NA	113.1917	84.80178	121.4837	82.63698	84.8988	79.92919	65.46077	141.2884	126.7146	97.73121	108.1718	97.0559	102.4992	132.6349	85.47492	150.9763	136.4459	103.0988	113.3089	98.86716	129.2638	62.51668	101.0568
