#mpa_vOct22_CHOCOPhlAnSGB_202212																			
clade_name	ETV364_1_filtered.fastqd_metagenome	ETV364_12_filtered.fastqd_metagenome	ETV364_15_filtered.fastqd_metagenome	ETV364_16_filtered.fastqd_metagenome	ETV364_17_filtered.fastqd_metagenome	ETV364_20_filtered.fastqd_metagenome	ETV364_21_filtered.fastqd_metagenome	ETV364_29_filtered.fastqd_metagenome	ETV364_3_filtered.fastqd_metagenome	ETV364_30_filtered.fastqd_metagenome	ETV364_32_filtered.fastqd_metagenome	ETV364_33_filtered.fastqd_metagenome	ETV364_35_filtered.fastqd_metagenome	ETV364_36_filtered.fastqd_metagenome	ETV364_37_filtered.fastqd_metagenome	ETV364_38_filtered.fastqd_metagenome	ETV364_50_filtered.fastqd_metagenome	ETV364_7_filtered.fastqd_metagenome	ETV364_8_filtered.fastqd_metagenome
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Eubacteriaceae|g__GGB28632	0.01096	0.00033	0.73393	0.00237	1.11097	0.18323	0.30104	0.55178	1.02209	0.02269	0.01319	0.19197	0	0.32441	0	0.28373	0	0.03126	0.11149
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Oscillospiraceae|g__GGB75053	0.00808	0.04733	0.00534	0.04535	0	0	0.00986	0.02099	0.0208	0.02084	0.19129	0	0.30485	0.00041	0.00046	0.02385	0.08993	0	0.0004
k__Bacteria|p__Firmicutes|c__CFGB76084|o__OFGB76084|f__FGB76084|g__GGB28645	0.00641	0.0094	0.00899	0.00983	0.00922	0.0032	0	0.03366	0.00312	0.0106	0.09105	0.00671	0.00958	0.00057	0.00129	0.01879	0.00283	0.00675	0.01399
k__Bacteria|p__Firmicutes|c__CFGB76790|o__OFGB76790|f__FGB76790|g__GGB30303	0.00633	0.00179	0	0.00141	0	0.00154	0	0	0	0.00746	0	0	0.01122	0	0	0	0.01697	0	0
k__Bacteria|p__Firmicutes|c__CFGB76308|o__OFGB76308|f__FGB76308|g__GGB28881	0.00551	0	0	0.00426	0	0	0	0	0	0.00229	0	0	0	0	0.00849	0	0.00432	0	0
k__Bacteria|p__Tenericutes|c__CFGB1791|o__OFGB1791|f__FGB1791|g__GGB31312	0.00527	0.00542	0	0.00222	0	0	0	0.00249	0	0.02262	0.05013	0	0.56115	0	0.00756	0.00742	0.05256	0.00242	0
k__Bacteria|p__Firmicutes|c__CFGB1227|o__OFGB1227|f__FGB1227|g__GGB75036	0.0051	0.00579	0	0.04395	0	0.00707	0	0	0.01034	0.22876	0.07013	0	0.00698	0	0.03205	0.01362	0.01203	0.12541	0.00667
k__Bacteria|p__Firmicutes|c__CFGB76355|o__OFGB76355|f__FGB76355|g__GGB28418	0.00427	0.00202	0	0	0	0	0.00477	0	0	0	0	0	0	0	0.0293	0	0.03241	0	0
k__Bacteria|p__Actinobacteria|c__Coriobacteriia|o__Eggerthellales|f__Eggerthellaceae|g__Enterorhabdus	0.00229	1.23934	0.11486	0.07277	0.00174	0	0.05257	0.07984	0.18082	0.43948	0	0	0	0.52959	0	0	0	0.48036	0.31614
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Lachnospiraceae|g__GGB28769	0.00137	0.00032	0.23413	0.10243	0.049	0.0134	0	0.03799	0.02708	0.00639	0.07682	0.0112	0.01948	0.02773	0	0.02853	0.00275	0	0.02807
k__Bacteria|p__Bacteria_unclassified|c__Bacteria_unclassified|o__Bacteria_unclassified|f__Bacteria_unclassified|g__GGB42601	0.00127	0.00168	0	0.00536	0	0	0.00378	0.00238	0.00079	0.00326	0.00621	0.00225	0.00212	7e-05	0	0	0	0.00185	0.00017
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Oscillospiraceae|g__GGB79680	0.00097	0.00638	0	0.05431	0	0.00059	0	0	0	0.0176	0.0028	0	0.00529	0	0.0689	0	0.01383	0	0
k__Bacteria|p__Firmicutes|c__CFGB76074|o__OFGB76074|f__FGB76074|g__GGB28949	0.00085	0.01276	0	0	0	0	0	0	0.09827	0	0	0	0	0.04707	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__Bacilli|o__Bacillales|f__Staphylococcaceae|g__GGB27929	0.00068	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00062	0	0
k__Bacteria|p__Bacteria_unclassified|c__CFGB49426|o__OFGB49426|f__FGB49426|g__GGB28888	0.0006	0.05829	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__Erysipelotrichia|o__Erysipelotrichales|f__Erysipelotrichaceae|g__Faecalibaculum|s__Faecalibaculum_rodentium	20.82645	30.48132	23.82151	35.62225	0.58759	22.66489	11.94915	6.5113	12.36893	14.35403	16.68069	16.37048	12.20498	19.56901	24.81575	7.32532	12.46197	34.0153	7.91101
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Lachnospiraceae|g__Lachnospiraceae_unclassified|s__Lachnospiraceae_bacterium_28_4	9.87867	9.18382	4.58472	0	2.60766	3.10972	0.13915	11.91482	13.75321	15.35838	0.15535	0.0583	7.97019	9.97306	0.10709	11.04708	6.92672	5.59281	3.25906
k__Bacteria|p__Actinobacteria|c__Actinomycetia|o__Bifidobacteriales|f__Bifidobacteriaceae|g__Bifidobacterium|s__Bifidobacterium_pseudolongum	9.11885	6.55159	0.39657	4.86489	0	0.83331	0.44475	0	0.29986	3.31534	1.9637	0	0.98339	1.33633	7.83761	0.34883	3.32929	5.60851	0
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Barnesiellaceae|g__Barnesiella|s__Barnesiella_sp_CU968	5.79162	3.01274	6.23234	5.47559	9.20704	5.3094	6.5464	6.56286	11.10485	5.25207	6.55844	7.53163	8.75957	8.94946	6.48642	9.57909	9.38058	4.67139	11.17705
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Lachnospiraceae|g__Lachnospiraceae_unclassified|s__Lachnospiraceae_bacterium	4.41883	3.03729	5.50627	5.48096	8.63002	3.5403	6.7205	2.82738	0.24629	5.15667	10.21761	6.22949	3.93278	4.78476	3.13251	1.85705	10.69986	3.28935	6.29026
k__Archaea|p__Euryarchaeota|c__Methanomicrobia|o__Methanosarcinales|f__Methanosarcinaceae|g__Methanomethylovorans|s__Methanomethylovorans_SGB40959	3.53862	3.42183	3.67928	0	0	0	0	0	2.94494	1.40825	8.7867	0	6.30501	0	0	0	7.18796	1.44085	0
k__Bacteria|p__Firmicutes|c__CFGB30328|o__OFGB30328|f__FGB30328|g__GGB1559|s__GGB1559_SGB43521	3.47919	2.44401	0	0.50577	7.03094	3.52537	0	4.13695	4.69419	1.37738	1.39337	5.37816	0.79518	5.29442	0.5634	2.40396	0.72605	0.79207	6.46428
k__Bacteria|p__Firmicutes|c__Erysipelotrichia|o__Erysipelotrichales|f__Erysipelotrichaceae|g__Dubosiella|s__Dubosiella_newyorkensis	3.40573	5.20337	0.2584	0.01411	0	1.50604	0.4375	0.30211	0	1.10239	0.22588	0.29079	1.40035	0.83741	4.62046	0	0	3.21733	0.3912
k__Bacteria|p__Firmicutes|c__CFGB76293|o__OFGB76293|f__FGB76293|g__GGB20149|s__GGB20149_SGB29430	2.37435	4.67907	0.30351	3.53178	3.27431	0.18053	2.14439	0.7531	0.03563	5.11325	4.61052	0.27027	5.00691	0.12418	3.54371	1.01692	6.18731	2.64537	2.22331
k__Bacteria|p__Verrucomicrobia|c__Verrucomicrobiae|o__Verrucomicrobiales|f__Akkermansiaceae|g__Akkermansia|s__Akkermansia_muciniphila	2.33589	4.88274	10.94769	3.46315	16.11876	7.37858	28.26554	19.04557	19.41921	2.25234	5.84314	14.36489	6.49325	14.09435	4.77709	12.88847	3.46196	10.36514	21.84131
k__Bacteria|p__Firmicutes|c__CFGB8152|o__OFGB8152|f__FGB8152|g__GGB28864|s__GGB28864_SGB41535	2.31979	0.21406	0.4009	0.0929	3.80243	0.44027	0.72034	1.2246	0.28739	0.78179	0.59044	0.01148	0.43906	0.76761	1.48427	0	0.72354	0.33681	0.03705
k__Bacteria|p__Firmicutes|c__CFGB28820|o__OFGB28820|f__FGB28820|g__GGB28821|s__GGB28821_SGB41477	2.25465	0	0	3.74189	0	0	0.00445	0	0	4.93315	1.49306	0	1.8665	0	3.55853	0	4.30919	1.65897	0
k__Bacteria|p__Firmicutes|c__CFGB8152|o__OFGB8152|f__FGB8152|g__GGB28870|s__GGB28870_SGB41549	2.12127	0.01807	0.07139	0	0	0	0.63639	1.40435	0	0.14297	0	0.5454	0	0	0	0	0	0	0
k__Bacteria|p__Bacteria_unclassified|c__CFGB76064|o__OFGB76064|f__FGB76064|g__GGB28904|s__GGB28904_SGB41597	2.10215	0.19638	0.3018	2.37385	1.0785	0.10879	0.79921	0.25368	0.32294	0.37865	0.5779	0.47523	0.69168	0.83908	0.27386	0.18897	0.84715	0.89369	0.57338
k__Bacteria|p__Proteobacteria|c__Deltaproteobacteria|o__Desulfovibrionales|f__Desulfovibrionaceae|g__GGB9819|s__GGB9819_SGB40890	1.87804	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__CFGB76293|o__OFGB76293|f__FGB76293|g__GGB79698|s__GGB79698_SGB41545	1.72183	0.91889	4.81079	0.70017	4.14387	1.74405	3.30715	3.57015	3.59636	0.34523	1.35739	4.11592	0.01973	1.99222	0.03447	2.9812	0.82261	0	3.07485
k__Bacteria|p__Bacteroidetes|c__CFGB2838|o__OFGB2838|f__FGB2838|g__GGB28403|s__GGB28403_SGB40190	1.65167	0	0	0	0	0	0	1.20317	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__CFGB28820|o__OFGB28820|f__FGB28820|g__GGB75087|s__GGB75087_SGB102254	1.50624	0	0	0	0	0	0	0	1.19773	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Actinobacteria|c__Coriobacteriia|o__Coriobacteriales|f__Atopobiaceae|g__Atopobiaceae_unclassified|s__Atopobiaceae_bacterium_FL090493	1.21959	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Oscillospiraceae|g__GGB30454|s__GGB30454_SGB43514	1.15176	0.18649	1.12208	3.2244	0.35868	0.01449	0	0.36822	0.04908	0.99635	0.94435	0.10305	1.79911	0.02918	1.34941	0.34669	2.87093	2.42919	0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Oscillospiraceae|g__GGB75064|s__GGB75064_SGB43546	1.14507	0.21441	1.90961	1.38847	6.4124	0.41652	3.39722	2.1402	0.93393	0.61265	0.3457	3.68137	0.30865	0.95297	0.8034	0.33626	0.83101	0.45785	1.98825
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Oscillospiraceae|g__GGB45535|s__GGB45535_SGB63214	1.14165	2.85229	1.55122	0	0	0.05988	0.28605	1.10255	0.53281	0.01909	1.9009	0.34709	1.84388	0.22572	0	0.24328	0	0.6167	0
k__Bacteria|p__Proteobacteria|c__Deltaproteobacteria|o__Desulfovibrionales|f__Desulfovibrionaceae|g__Desulfovibrio|s__Desulfovibrio_SGB41239	0.87071	0.42202	0.34707	0.49408	0.71869	0.40309	0.2672	0.40462	0.6859	0.50954	0.41019	0.44566	0.79983	0.22096	0.63987	0.57632	0.68223	0.40065	0.46621
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Oscillospiraceae|g__GGB30461|s__GGB30461_SGB43533	0.86276	0	0	0	0	0	0.01027	0.02721	0	0	0	0	0	0	0.04347	0.18423	0.68553	0.16011	0
k__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Betaproteobacteria_unclassified|f__Betaproteobacteria_unclassified|g__GGB79594|s__GGB79594_SGB41414	0.80334	0.07908	1.35244	0.05317	0.74838	0.08332	0.77763	0.47348	0.43188	0.36026	0.37559	0.39788	0.02553	0.19351	0.67137	0.46596	0.35973	0.40017	0.19446
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Lactobacillaceae|g__Lactobacillus|s__Lactobacillus_johnsonii	0.71181	5.54371	0.03262	1.60763	0.02768	0.01438	0.0145	0.05089	0.03277	8.24458	0.09875	0.05472	0.0519	1.0437	6.93802	0.09889	0.05878	0.26212	0.01844
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Lachnospiraceae|g__GGB28844|s__GGB28844_SGB41511	0.68214	0.00668	0.04262	0	0.64405	2.63463	0.25495	0.03655	0.14569	4.99953	4.03255	0.04941	2.66009	0.24875	7.37756	0.50396	2.188	2.32636	0.05744
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Christensenellaceae|g__GGB30455|s__GGB30455_SGB43519	0.59412	0.4584	0.13474	1.90853	0.50637	0.10221	0.10955	0.10341	0.05999	0.85732	0.72715	0.03182	0.42506	0.13023	0.29995	0.3858	0.75385	0.87128	0.03332
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Lactobacillaceae|g__Limosilactobacillus|s__Limosilactobacillus_reuteri	0.58515	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__CFGB76790|o__OFGB76790|f__FGB76790|g__GGB30302|s__GGB30302_SGB43267	0.51957	0.26884	0	0.71734	0	0	0	0	0	0.59204	0.09023	0	0.03501	0	0.57835	0	0.43411	0.5422	0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Lachnospiraceae|g__GGB28763|s__GGB28763_SGB41411	0.47207	0	2.02616	0.63846	0.86709	0.7859	0.37805	0.13487	1.99885	0.02368	0.44662	0.86339	0.49581	0.76989	0.08401	0.82285	0.2656	0.38034	0.76165
k__Bacteria|p__Firmicutes|c__CFGB76293|o__OFGB76293|f__FGB76293|g__GGB62427|s__GGB62427_SGB41546	0.45479	0.04355	0.32527	0.73456	0.37477	0.19258	0.88603	0.5122	0.16028	0.05317	0.28299	0.43671	1.17772	0.49117	0.32572	1.08044	0.94004	0.92058	0.58191
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Oscillospiraceae|g__Oscillibacter|s__Oscillibacter_sp_CU971	0.41009	0.10215	0.10412	0.01653	0.10181	0.15777	0.16271	0.03085	0.11125	0.03049	0.05437	0.03875	0.02739	0.145	0.32537	0.20385	0	0.24422	0.13128
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Lachnospiraceae|g__GGB42644|s__GGB42644_SGB59842	0.40772	0.11991	0.13136	0.24125	0.09238	0.52783	0.00044	0.33697	0.24813	0.37473	0.08673	0.13573	0.3944	0.56672	0.18846	0.34899	0.28284	0.10855	0.67677
k__Bacteria|p__Firmicutes|c__Erysipelotrichia|o__Erysipelotrichales|f__Erysipelotrichaceae|g__Erysipelatoclostridium|s__Clostridium_cocleatum	0.3834	0.94714	0.83307	1.39258	3.77411	0.75724	2.36624	1.85148	1.28792	1.05784	1.65098	1.44375	1.8407	0.88939	0.84495	2.61258	1.17703	1.88908	1.31619
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Oscillospiraceae|g__GGB5207|s__GGB5207_SGB43496	0.37804	0.02608	0.00668	0.07064	0	0	0.11361	0.02663	0	0.40685	0.43269	0	0.13151	0.0175	0.69285	0.00365	0.55167	0.4727	0
k__Bacteria|p__Firmicutes|c__CFGB6645|o__OFGB6645|f__FGB6645|g__GGB28991|s__GGB28991_SGB41705	0.36209	0.11264	0.01312	0	0	0	0	0	0.09211	0.00266	0	0	0.19634	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Peptostreptococcaceae|g__Romboutsia|s__Romboutsia_ilealis	0.35525	1.15449	0.8612	0.53932	0	0.76629	0.87972	1.67178	0.72153	0.46734	1.25446	1.93288	1.89704	0.33917	0	2.26481	0.8604	0.243	1.11273
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Oscillospiraceae|g__GGB74395|s__GGB74395_SGB43523	0.33427	0	1.22179	0	1.18925	0	2.28045	0.03789	0.0612	0.55817	0.07537	0	0.92585	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Oscillospiraceae|g__GGB30463|s__GGB30463_SGB43537	0.3176	0.22151	1.07036	0.1556	0.98084	2.74374	0.50109	1.71481	0.98284	0	0.1712	0.50251	1.45269	0.87159	0.2097	0.7203	0.27423	0.04592	1.14145
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Clostridiaceae|g__Clostridiaceae_unclassified|s__Clostridiaceae_bacterium	0.29872	0.05483	1.18612	0.23995	0.14872	0.47807	0.57017	0.67543	0.80141	0.43298	0.18424	0.32156	0.04203	0.52672	0.09221	0.43589	0.31322	0.28716	0.23045
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Streptococcaceae|g__Lactococcus|s__Lactococcus_lactis	0.29636	0.25934	0.18378	0.34833	0.16739	0.1628	0.34985	0.46682	0.42869	0.31432	0.16922	0.38608	0.39604	0.19244	0.14362	0.37433	0.27826	0.40824	0.28953
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Oscillospiraceae|g__GGB45514|s__GGB45514_SGB63186	0.27629	0.25764	1.63766	0.41749	1.13173	0.4018	0.22912	0.5103	1.17022	0.00992	0.10431	0.96376	0.35975	0.35467	0	0.23841	0.16021	0.03124	0.59349
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Streptococcaceae|g__Lactococcus|s__Lactococcus_cremoris	0.25107	0.28809	0.16254	0.36099	0.20096	0.14368	0.38241	0.45481	0.45509	0.29297	0.16948	0.39039	0.35821	0.20705	0.16654	0.35899	0.25648	0.41728	0.28381
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Oscillospiraceae|g__Acutalibacter|s__Acutalibacter_sp_1XD8_36	0.25006	0.23372	0	0.11639	0	0.10443	0.00441	0.30661	0.16337	0.12693	0.15014	0	0.16431	0.06173	0.1243	0	0.27515	0.0805	0.097
k__Bacteria|p__Firmicutes|c__CFGB28980|o__OFGB28980|f__FGB28980|g__GGB28980|s__GGB28980_SGB41692	0.24078	0.05323	0	0	0.32005	0.08522	0.19302	0	0	0	0	0	0	0	0	0	0.19159	0	0.01926
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Lachnospiraceae|g__Lachnospiraceae_unclassified|s__Lachnospiraceae_unclassified_SGB41424	0.2139	1.37868	0	2.90775	0	0.00734	0.16591	0.01486	0	3.6883	0.56919	0.02211	0.06368	0.00769	0.50447	0.01843	2.66389	0.16369	0.01633
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Eubacteriaceae|g__GGB80168|s__GGB80168_SGB43527	0.20657	0.47606	0.20917	0	0.39394	0.15065	0.57502	0.08249	0.19978	0.20573	0.25418	0.16763	0.07199	0	0.33954	1.61244	0.61258	0	0
k__Bacteria|p__Firmicutes|c__CFGB76790|o__OFGB76790|f__FGB76790|g__GGB45624|s__GGB45624_SGB63337	0.19372	0.03998	0.08353	0.1126	0.40617	0.10174	0.08296	0.08128	0.05982	0.08146	0.12272	0.11809	0.02251	0.23338	0.0411	0.14516	0.09196	0.11122	0.04987
k__Bacteria|p__Actinobacteria|c__Actinomycetia|o__Streptomycetales|f__Streptomycetaceae|g__GGB30301|s__GGB30301_SGB43265	0.16988	0.02467	0.10642	0.01583	0.0763	0.03832	0.09324	0.03127	0.03692	0.04926	0.03677	0.04628	0.03226	0.01147	0.01567	0.02854	0.01203	0.02371	0.02644
k__Bacteria|p__Bacteria_unclassified|c__CFGB76138|o__OFGB76138|f__FGB76138|g__GGB79948|s__GGB79948_SGB41679	0.16844	0.09477	0.03174	0.06756	0.0274	0.08786	0.0396	0.02791	0.08374	0.12644	0.03264	0.00473	0.1413	0.11836	0.06426	0.14159	0.07997	0.09129	0.03702
k__Bacteria|p__Actinobacteria|c__Coriobacteriia|o__Eggerthellales|f__Eggerthellaceae|g__Adlercreutzia|s__Adlercreutzia_muris	0.15809	0	0	0	0	0	0	0	0.96973	0	0.06493	0	0	0	0	0	0	0.77281	0
k__Bacteria|p__Firmicutes|c__CFGB76790|o__OFGB76790|f__FGB76790|g__GGB30302|s__GGB30302_SGB43266	0.15323	0.10424	1.4628	0.129	1.64953	0.49536	3.52604	1.88736	0.78833	0.11591	0.60111	1.33404	0.76656	1.40994	0.89144	1.69671	0.62517	0.09207	1.12592
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Lachnospiraceae|g__Dorea|s__Dorea_sp_5_2	0.15123	0.48455	0.10158	0.30664	0.01279	0.09228	0.02422	0.03649	0	0.12962	0.38687	0.04301	0.37973	0.02543	0.37972	0.04391	0.45301	0.08714	0.04446
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Rikenellaceae|g__GGB24102|s__GGB24102_SGB40205	0.14055	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__CFGB72709|o__OFGB72709|f__FGB72709|g__GGB30300|s__GGB30300_SGB43264	0.14001	0.40496	1.2279	0.14628	0.4133	0.35728	1.60466	0.8878	0.9005	0.21097	0.92293	1.66421	1.1855	1.06267	0.44158	1.07683	0.60196	0.57312	1.16825
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Oscillospiraceae|g__GGB45536|s__GGB45536_SGB63216	0.13537	0.23501	0.20812	0.28412	0.04382	0.02327	0.10124	0.11771	0.12192	0.22951	0.26036	0.00027	0.28679	0.0609	0.18729	0.01802	0.61561	0.12057	0.01461
k__Bacteria|p__Firmicutes|c__CFGB8157|o__OFGB8157|f__FGB8157|g__GGB28996|s__GGB28996_SGB41712	0.12951	0	0.34992	0	0.09351	0	0	0	0.00285	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Lachnospiraceae|g__GGB28775|s__GGB28775_SGB41428	0.12392	0.01957	0	0	0	0	0	0	0	0.10781	0.36917	0	2.10681	0	0.2893	0	0.10115	0.65221	0
k__Bacteria|p__Firmicutes|c__CFGB73217|o__OFGB73217|f__FGB73217|g__GGB28956|s__GGB28956_SGB41665	0.1139	0.00984	0.09614	0.05972	0.12061	0.04529	0.10466	0.06765	0.0751	0.01735	0.04353	0.0954	0.10408	0.03033	0.0115	0.06391	0.05292	0.00801	0.04373
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Oscillospiraceae|g__GGB30473|s__GGB30473_SGB43557	0.10152	0.09011	0.1874	0.12247	0.19197	0.14126	0.26478	0.25151	0.26321	0.1821	0.15418	0.28686	0.17241	0.20537	0.11455	0.25268	0.25824	0.11831	0.25923
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Oscillospiraceae|g__GGB30461|s__GGB30461_SGB43530	0.0923	0.06977	0	1.10286	0	0.1644	0	0.00747	0	0.02832	1.91335	0	1.41442	0	0.15365	0	0.15758	0.27762	0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Lachnospiraceae|g__GGB28766|s__GGB28766_SGB41416	0.09038	0.16114	0.13709	0.05129	0.30154	0.07815	0.36037	0.151	0.13671	0.09864	0.16983	0.53255	0.1034	0.1692	0.34815	0.09158	0.02985	0.22298	0.33678
k__Bacteria|p__Bacteria_unclassified|c__CFGB9644|o__OFGB9644|f__FGB9644|g__GGB79804|s__GGB79804_SGB41650	0.08212	0.11294	0	0.12303	0.00293	0.01072	0.0422	0.00086	0.00061	0.23359	0.10783	0	0.11232	0.01561	0.49333	0.00666	0.13658	0.23778	0.00781
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Eubacteriales_unclassified|g__Eubacteriales_unclassified|s__Clostridiales_bacterium	0.0791	0.10574	0.04696	0.09278	0.00837	0.02132	0.0017	0.05804	0.13649	0.13155	0.08274	0.06178	0.12172	0.07011	0.02957	0.16282	0.11453	0.13211	0.02378
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Lachnospiraceae|g__GGB75109|s__GGB75109_SGB102238	0.0693	0.00569	0.1584	0.02273	0.01529	0.00271	0.02817	0.02147	0.02575	0.00737	0.04603	0.07441	0.07184	0.02071	0	0.22731	0.03186	0.02101	0.0486
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Lachnospiraceae|g__Schaedlerella|s__Schaedlerella_arabinosiphila	0.06646	0.06178	0.12929	0.01429	0.22667	0.17462	0.50122	0.20344	0.11043	0.1821	0.12662	0.10529	0.34805	0.10381	0.03546	0	0.10102	0.10155	0.32476
k__Bacteria|p__Bacteria_unclassified|c__Bacteria_unclassified|o__Bacteria_unclassified|f__Bacteria_unclassified|g__GGB79854|s__GGB79854_SGB41664	0.06641	0.00025	0.2048	0	0.34018	0.3208	0.17997	0.08674	0.2204	0.04646	0.05358	0.0852	0.04419	0.13425	0	0.21534	0	0.04861	0.16864
k__Bacteria|p__Actinobacteria|c__Coriobacteriia|o__Eggerthellales|f__Eggerthellaceae|g__Eggerthellaceae_unclassified|s__Eggerthellaceae_bacterium	0.05804	0	0.14847	0	0	0	0	0	0.31747	0	0	0	0	0	0	0	0	0.26804	0
k__Bacteria|p__Firmicutes|c__CFGB76322|o__OFGB76322|f__FGB76322|g__GGB30414|s__GGB30414_SGB43453	0.05773	0.04322	0.04969	0.00391	0.03375	0.02159	0.1226	0.03411	0.0267	0	0	0.03306	0.08411	0.03028	0.03238	0.12194	0.15028	0.04136	0.00504
k__Bacteria|p__Firmicutes|c__CFGB76576|o__OFGB76576|f__FGB76576|g__GGB29546|s__GGB29546_SGB42338	0.0501	0	0.03782	0	0	0	0	0.00526	0.03416	0	0	0.01248	0.04632	0	0	0	0	0	0
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Muribaculaceae|g__GGB28916|s__GGB28916_SGB41612	0.04921	0.00145	5.13434	2.3768	0	0	0.05598	0	0	0.05395	5.45494	7.30902	0.14588	0	0.97485	4.46836	0.37108	0.22864	0
k__Bacteria|p__Bacteria_unclassified|c__Bacteria_unclassified|o__Bacteria_unclassified|f__Bacteria_unclassified|g__GGB79854|s__GGB79854_SGB41662	0.04808	0.03858	0	0.08209	0	0	0	0	0	0.01888	0.0072	0	0.01131	0	0.01785	0	0.03447	0.0019	0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Lachnospiraceae|g__Acetatifactor|s__Acetatifactor_muris	0.03493	0.01839	0.00723	0.03788	0.02556	0.00325	0.0021	0.00666	0.02476	0.05518	0.04423	0.00156	0.047	0.00627	0.03275	0.00224	0.04827	0.02194	0.00073
k__Bacteria|p__Bacteria_unclassified|c__Bacteria_unclassified|o__Bacteria_unclassified|f__Bacteria_unclassified|g__Bacteria_unclassified|s__bacterium_1XD42_76	0.02845	0.03084	0.04515	0.03386	0.12837	0.08794	0.08894	0.11925	0.06414	0.03708	0.04168	0.15636	0.12424	0.08344	0.03894	0.16234	0.04259	0.07567	0.15491
k__Bacteria|p__Firmicutes|c__CFGB75925|o__OFGB75925|f__FGB75925|g__GGB31439|s__GGB31439_SGB44769	0.02813	0	0	0	0	0	0	0	0	0.00735	0.19752	0	0	0	0	0	0.36001	0	0
