#mpa_vOct22_CHOCOPhlAnSGB_202212																			
clade_name	ETV364_1_filtered.fastqd_metagenome	ETV364_12_filtered.fastqd_metagenome	ETV364_15_filtered.fastqd_metagenome	ETV364_16_filtered.fastqd_metagenome	ETV364_17_filtered.fastqd_metagenome	ETV364_20_filtered.fastqd_metagenome	ETV364_21_filtered.fastqd_metagenome	ETV364_29_filtered.fastqd_metagenome	ETV364_3_filtered.fastqd_metagenome	ETV364_30_filtered.fastqd_metagenome	ETV364_32_filtered.fastqd_metagenome	ETV364_33_filtered.fastqd_metagenome	ETV364_35_filtered.fastqd_metagenome	ETV364_36_filtered.fastqd_metagenome	ETV364_37_filtered.fastqd_metagenome	ETV364_38_filtered.fastqd_metagenome	ETV364_50_filtered.fastqd_metagenome	ETV364_7_filtered.fastqd_metagenome	ETV364_8_filtered.fastqd_metagenome
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridia_unclassified|f__Clostridia_unclassified|g__Candidatus_Metalachnospira|s__Candidatus_Metalachnospira_SGB63370	0	0	0.00105	0.04553	0	0.00434	0.00579	0.01845	0.01831	0.12597	0.03216	0.00269	0.04805	0.00531	0	0.00191	0.01721	0.06899	0.0275
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Enterococcaceae|g__Enterococcus|s__Enterococcus_faecalis	0	0.07485	0.00872	0.00301	0.00628	0.0107	0.1357	0.03613	0.05383	0.01236	0.01036	0.05444	0.00015	0.00977	0	0.021	0	0.09311	0.0715
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Peptostreptococcaceae|g__GGB42586|s__GGB42586_SGB59781	0	0.01303	0.71254	0	0	0	0.02267	0.32563	0.03146	0.06721	0.16349	0	0.15769	0.06393	0.07173	0	0.08676	0.14284	0.05548
k__Bacteria|p__Firmicutes|c__CFGB76077|o__OFGB76077|f__FGB76077|g__GGB28851|s__GGB28851_SGB41518	0	0	0	0.01687	0.10673	0.0203	0.04982	0.00486	0	0	0	0.01742	0.00632	0.00509	0	0.03859	0	0.00044	0.09051
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Oscillospiraceae|g__Anaerotruncus|s__Anaerotruncus_sp_1XD42_93	0	0	0.62497	0	0.14394	0.24174	0.01944	0.09199	0.42209	0	0.00886	0.05331	0.00504	0.16785	0	0.08143	0	0.00898	0.09508
k__Bacteria|p__Bacteria_unclassified|c__Bacteria_unclassified|o__Bacteria_unclassified|f__Bacteria_unclassified|g__Bacteria_unclassified|s__bacterium_1XD42_54	0	0	0.00059	0.00323	0.00577	0.00242	0.013	0.02507	0.00906	0.00681	0.00448	0.01653	0.01438	0.00626	0	0.01766	0.00528	0.00599	0.03297
k__Bacteria|p__Firmicutes|c__Erysipelotrichia|o__Erysipelotrichales|f__Turicibacteraceae|g__Turicibacter|s__Turicibacter_sp_TS3	0	0	0	0	0	0	0	0	0	0	0.00267	0	0.04743	0	0	0.02069	0.02316	0	0
k__Bacteria|p__Firmicutes|c__CFGB9517|o__OFGB9517|f__FGB9517|g__GGB28436|s__GGB28436_SGB41019	0	0	0	0.00614	0.00407	0.00179	0	0.00037	0	0.00528	0.02491	0.00609	0.01678	0.01531	0	0.01218	0.0028	0.00637	0.00642
k__Bacteria|p__Firmicutes|c__CFGB9397|o__OFGB9397|f__FGB9397|g__GGB79926|s__GGB79926_SGB43248	0	0.0274	0.00026	0.02225	0	0	0.00095	0.02234	0.0267	0.00962	0.02351	0.02948	0.03534	0.00557	0.04729	0.0093	0.07644	0.00599	0.02219
k__Bacteria|p__Firmicutes|c__CFGB9644|o__OFGB9644|f__FGB9644|g__GGB28908|s__GGB28908_SGB41656	0	0	0	0.01272	0.00364	0	0.01868	0.00789	0	0.01056	0.01941	0.0054	0.00425	0	0.03357	0.00894	0.0112	0.01653	0.00787
k__Bacteria|p__Firmicutes|c__Tissierellia|o__Tissierellales|f__Peptoniphilaceae|g__GGB28437|s__GGB28437_SGB41020	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Actinobacteria|c__Coriobacteriia|o__Eggerthellales|f__Eggerthellaceae|g__Adlercreutzia|s__Adlercreutzia_equolifaciens	0	0.19334	0	0.21846	0	0.00371	0	0	0	0	0.00736	0	0.00404	0.00022	0.1319	0	0.10778	0.10597	0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Lachnospiraceae|g__Luxibacter|s__Luxibacter_massiliensis	0	0	0	0	0.01261	0.00539	0	0	0.04678	0	0	0.00034	0	0.01548	0	0.00033	0	0	0.03682
k__Bacteria|p__Bacteria_unclassified|c__CFGB49426|o__OFGB49426|f__FGB49426|g__GGB28889|s__GGB28889_SGB41570	0	0	0	0.70997	0.46255	0.01575	0.96643	0.05397	0	0.05096	0.37464	0.05085	0.01856	0.06509	0.33596	0.05739	0.20085	0.06027	0.3761
k__Bacteria|p__Bacteria_unclassified|c__Bacteria_unclassified|o__Bacteria_unclassified|f__Bacteria_unclassified|g__Bacteria_unclassified|s__bacterium_1xD8_48	0	0.00152	0	0	0	0	0	0	0	0.06634	0.06374	0	0.00738	0.00028	0.00068	0.00417	0.01976	0.00214	0
k__Bacteria|p__Firmicutes|c__CFGB76293|o__OFGB76293|f__FGB76293|g__GGB28875|s__GGB28875_SGB41555	0	0	0	0	0	0	0	0	0	0.00074	0	0	0	0	0	0	0	0.00042	0
k__Bacteria|p__Bacteroidetes|c__CFGB76111|o__OFGB76111|f__FGB76111|g__GGB79628|s__GGB79628_SGB35895|t__SGB35895	0	1.93593	0	2.68501	6.84635	6.35246	5.04414	4.86093	1.19642	2.81526	3.98875	4.32122	2.84586	2.79362	1.44268	5.68706	3.27133	1.7366	4.04129
k__Bacteria|p__Proteobacteria|c__Deltaproteobacteria|o__Desulfovibrionales|f__Desulfovibrionaceae|g__GGB28317|s__GGB28317_SGB40889|t__SGB40889	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Lachnospiraceae|g__Lachnospiraceae_unclassified|s__Lachnospiraceae_bacterium|t__SGB41422	0	0	0	0	0	0	0	0	0	0	1.22073	0	0.01096	0	0	0	0	0.01117	0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Peptostreptococcaceae|g__GGB29683|s__GGB29683_SGB42492|t__SGB42492	0	0	0	2.84803	6.05305	6.80743	5.32472	8.73911	0	1.18564	0.60172	6.38916	2.7996	7.32775	2.12434	9.44666	2.67834	1.51864	9.04132
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Lachnospiraceae|g__Lachnospiraceae_unclassified|s__Lachnospiraceae_bacterium|t__SGB41554	0	0	0	0.48603	0.78724	1.97022	1.02527	1.92523	0	0.94066	0.74107	1.66021	0.2943	0.40969	0.21006	1.10761	6.76162	0.29052	1.25819
k__Bacteria|p__Firmicutes|c__Erysipelotrichia|o__Erysipelotrichales|f__Erysipelotrichaceae|g__GGB31184|s__GGB31184_SGB44478|t__SGB44478	0	0.28399	0.25964	0.42535	0.31652	0.24331	0.48327	0.18338	0.28963	0.4411	0.75235	0.31836	0.21019	0.38546	0.04952	0.45075	0.14291	0.57387	0.47693
k__Bacteria|p__Actinobacteria|c__Coriobacteriia|o__Eggerthellales|f__Eggerthellaceae|g__Adlercreutzia|s__Adlercreutzia_mucosicola|t__SGB33554	0	0.1442	0.0829	0.15474	0	0.24745	0.06786	0.15764	0.0015	0.44221	0.13094	0.55382	0.66768	0.55714	0.38638	0.33707	0.10179	0.55224	0.1807
k__Bacteria|p__Firmicutes|c__CFGB75988|o__OFGB75988|f__FGB75988|g__GGB79760|s__GGB79760_SGB63182|t__SGB63182	0	0.18242	0	0.23861	0.19037	0.15964	0.20719	0.18502	0.30908	0.23943	0.21751	0.26818	0.00879	0.22082	0.1948	0.23068	0.34622	0.17352	0.27019
k__Bacteria|p__Firmicutes|c__CFGB6645|o__OFGB6645|f__FGB6645|g__GGB28989|s__GGB28989_SGB41703|t__SGB41703	0	0.03834	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Clostridiaceae|g__Clostridium|s__Clostridium_SGB65123|t__SGB65123	0	0.11484	0.15786	0	0	0.00055	0.16337	0.41957	0.23198	0.0799	0.51162	1.26032	0.81385	0.05918	0	3.27946	0.23119	0.15639	0.17213
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridia_unclassified|f__Clostridia_unclassified|g__Candidatus_Metalachnospira|s__Candidatus_Metalachnospira_SGB63370|t__SGB63370	0	0	0.00105	0.04553	0	0.00434	0.00579	0.01845	0.01831	0.12597	0.03216	0.00269	0.04805	0.00531	0	0.00191	0.01721	0.06899	0.0275
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Enterococcaceae|g__Enterococcus|s__Enterococcus_faecalis|t__SGB7962	0	0.07485	0.00872	0.00301	0.00628	0.0107	0.1357	0.03613	0.05383	0.01236	0.01036	0.05444	0.00015	0.00977	0	0.021	0	0.09311	0.0715
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Peptostreptococcaceae|g__GGB42586|s__GGB42586_SGB59781|t__SGB59781	0	0.01303	0.71254	0	0	0	0.02267	0.32563	0.03146	0.06721	0.16349	0	0.15769	0.06393	0.07173	0	0.08676	0.14284	0.05548
k__Bacteria|p__Firmicutes|c__CFGB76077|o__OFGB76077|f__FGB76077|g__GGB28851|s__GGB28851_SGB41518|t__SGB41518	0	0	0	0.01687	0.10673	0.0203	0.04982	0.00486	0	0	0	0.01742	0.00632	0.00509	0	0.03859	0	0.00044	0.09051
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Oscillospiraceae|g__Anaerotruncus|s__Anaerotruncus_sp_1XD42_93|t__SGB43003	0	0	0.62497	0	0.14394	0.24174	0.01944	0.09199	0.42209	0	0.00886	0.05331	0.00504	0.16785	0	0.08143	0	0.00898	0.09508
k__Bacteria|p__Bacteria_unclassified|c__Bacteria_unclassified|o__Bacteria_unclassified|f__Bacteria_unclassified|g__Bacteria_unclassified|s__bacterium_1XD42_54|t__SGB29418	0	0	0.00059	0.00323	0.00577	0.00242	0.013	0.02507	0.00906	0.00681	0.00448	0.01653	0.01438	0.00626	0	0.01766	0.00528	0.00599	0.03297
k__Bacteria|p__Firmicutes|c__Erysipelotrichia|o__Erysipelotrichales|f__Turicibacteraceae|g__Turicibacter|s__Turicibacter_sp_TS3|t__SGB39153	0	0	0	0	0	0	0	0	0	0	0.00267	0	0.04743	0	0	0.02069	0.02316	0	0
k__Bacteria|p__Firmicutes|c__CFGB9517|o__OFGB9517|f__FGB9517|g__GGB28436|s__GGB28436_SGB41019|t__SGB41019	0	0	0	0.00614	0.00407	0.00179	0	0.00037	0	0.00528	0.02491	0.00609	0.01678	0.01531	0	0.01218	0.0028	0.00637	0.00642
k__Bacteria|p__Firmicutes|c__CFGB9397|o__OFGB9397|f__FGB9397|g__GGB79926|s__GGB79926_SGB43248|t__SGB43248	0	0.0274	0.00026	0.02225	0	0	0.00095	0.02234	0.0267	0.00962	0.02351	0.02948	0.03534	0.00557	0.04729	0.0093	0.07644	0.00599	0.02219
k__Bacteria|p__Firmicutes|c__CFGB9644|o__OFGB9644|f__FGB9644|g__GGB28908|s__GGB28908_SGB41656|t__SGB41656	0	0	0	0.01272	0.00364	0	0.01868	0.00789	0	0.01056	0.01941	0.0054	0.00425	0	0.03357	0.00894	0.0112	0.01653	0.00787
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Lachnospiraceae|g__Lachnospiraceae_unclassified|s__Lachnospiraceae_bacterium|t__SGB7268	0	1.43775	0	0	0	0	0.18475	0.06836	0	0.11073	1.32271	0.01125	0.52169	0	0	0.00158	0.07325	0	0.01481
k__Bacteria|p__Firmicutes|c__Tissierellia|o__Tissierellales|f__Peptoniphilaceae|g__GGB28437|s__GGB28437_SGB41020|t__SGB41020	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Actinobacteria|c__Coriobacteriia|o__Eggerthellales|f__Eggerthellaceae|g__Adlercreutzia|s__Adlercreutzia_equolifaciens|t__SGB14797	0	0.19334	0	0.21846	0	0.00315	0	0	0	0	0.00736	0	0.00404	0.00022	0.1319	0	0.10778	0.10597	0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Lachnospiraceae|g__Luxibacter|s__Luxibacter_massiliensis|t__SGB4592	0	0	0	0	0.01261	0.00539	0	0	0.04678	0	0	0.00034	0	0.01548	0	0.00033	0	0	0.03682
k__Bacteria|p__Bacteria_unclassified|c__CFGB49426|o__OFGB49426|f__FGB49426|g__GGB28889|s__GGB28889_SGB41570|t__SGB41570	0	0	0	0.70997	0.46255	0.01575	0.96643	0.05397	0	0.05096	0.37464	0.05085	0.01856	0.06509	0.33596	0.05739	0.20085	0.06027	0.3761
k__Bacteria|p__Bacteria_unclassified|c__Bacteria_unclassified|o__Bacteria_unclassified|f__Bacteria_unclassified|g__Bacteria_unclassified|s__bacterium_1xD8_48|t__SGB41627	0	0.00152	0	0	0	0	0	0	0	0.06634	0.06374	0	0.00738	0.00028	0.00068	0.00417	0.01976	0.00214	0
k__Bacteria|p__Firmicutes|c__CFGB76293|o__OFGB76293|f__FGB76293|g__GGB28875|s__GGB28875_SGB41555|t__SGB41555	0	0	0	0	0	0	0	0	0	0.00074	0	0	0	0	0	0	0	0.00042	0
k__Bacteria|p__Firmicutes|c__CFGB75984	0	0.31273	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__CFGB9506	0	0.00596	0	0.00596	0	0	0	0	0	0.01322	0.01205	0	0	0	0.00182	0	0.00192	0.01476	0
k__Bacteria|p__Firmicutes|c__CFGB28877	0	0.0014	0.03954	0	0	0	0	0	0	0.421	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__CFGB75984|o__OFGB75984	0	0.31273	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__CFGB9506|o__OFGB9506	0	0.00596	0	0.00596	0	0	0	0	0	0.01322	0.01205	0	0	0	0.00182	0	0.00192	0.01476	0
k__Bacteria|p__Firmicutes|c__CFGB28877|o__OFGB28877	0	0.0014	0.03954	0	0	0	0	0	0	0.421	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae	0	1.63305	0	0.62969	0	7e-05	0	0	0	1.95535	2.87766	0	0.0192	0	0.13754	0	0.03782	0.15172	0
k__Bacteria|p__Firmicutes|c__CFGB75984|o__OFGB75984|f__FGB75984	0	0.31273	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__CFGB9506|o__OFGB9506|f__FGB9506	0	0.00596	0	0.00596	0	0	0	0	0	0.01322	0.01205	0	0	0	0.00182	0	0.00192	0.01476	0
k__Bacteria|p__Firmicutes|c__CFGB28877|o__OFGB28877|f__FGB28877	0	0.0014	0.03954	0	0	0	0	0	0	0.421	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae|g__GGB28892	0	1.63305	0	0.62969	0	7e-05	0	0	0	1.95535	2.87766	0	0.0192	0	0.13754	0	0.03782	0.15172	0
k__Bacteria|p__Firmicutes|c__CFGB75984|o__OFGB75984|f__FGB75984|g__GGB45564	0	0.31273	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__CFGB76314|o__OFGB76314|f__FGB76314|g__GGB28792	0	0.20936	0	0.32271	0	0	0	0	0	0.23407	0.14371	0	0.2482	0	0.24367	0	0.26266	0	0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Oscillospiraceae|g__GGB75055	0	0.16258	0	0	0	0.00485	0	0	0	0	0.24022	0	0.01825	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Oscillospiraceae|g__GGB79857	0	0.05651	0	0	0	0	0	0	0	0.00011	0.00496	0	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Oscillospiraceae|g__GGB30466	0	0.02113	0	0	0	0	0	0	0	0	0.06282	0.00246	0	0	3.01708	0	0	0	0.00324
k__Bacteria|p__Firmicutes|c__CFGB9506|o__OFGB9506|f__FGB9506|g__GGB28394	0	0.00596	0	0.00596	0	0	0	0	0	0.01322	0.01205	0	0	0	0.00182	0	0.00192	0.01476	0
k__Bacteria|p__Firmicutes|c__CFGB76077|o__OFGB76077|f__FGB76077|g__GGB28853	0	0.00172	0	0	0	0	0	0	0	0.01513	0.00066	0	0	0	0	0	0.00725	0	0
k__Bacteria|p__Firmicutes|c__CFGB28877|o__OFGB28877|f__FGB28877|g__GGB29001	0	0.0014	0.03954	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Oscillospiraceae|g__GGB74408	0	0.00073	0.00267	0	0	0	0	0.00042	0	0	0.00084	0	0	0	0	0.00215	0	0	0
k__Bacteria|p__Bacteria_unclassified|c__Bacteria_unclassified|o__Bacteria_unclassified|f__Bacteria_unclassified|g__GGB28963	0	0.0005	0.00636	0.00208	0.00356	0.00181	0	0.00137	0.01458	0.00221	0.00073	0.00081	0.0001	0.00486	0	0.00816	0.00275	0	0.00099
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae|g__GGB28892|s__GGB28892_SGB41573	0	1.63305	0	0.62969	0	7e-05	0	0	0	1.95535	2.87766	0	0.0192	0	0.13754	0	0.03782	0.15172	0
k__Bacteria|p__Firmicutes|c__CFGB75984|o__OFGB75984|f__FGB75984|g__GGB45564|s__GGB45564_SGB63259	0	0.31273	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__CFGB76293|o__OFGB76293|f__FGB76293|g__GGB79698|s__GGB79698_SGB102258	0	0.29438	0	0	0	0	0	0	0	0.34305	0.04816	0	0.5481	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__CFGB76314|o__OFGB76314|f__FGB76314|g__GGB28792|s__GGB28792_SGB41445	0	0.20936	0	0.32271	0	0	0	0	0	0.23407	0.14371	0	0.2482	0	0.24367	0	0.26266	0	0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Oscillospiraceae|g__GGB75055|s__GGB75055_SGB43513	0	0.16258	0	0	0	0.00485	0	0	0	0	0.24022	0	0.01825	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Oscillospiraceae|g__GGB79857|s__GGB79857_SGB42426	0	0.05651	0	0	0	0	0	0	0	0.00011	0.00496	0	0	0	0	0	0	0	0
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Rikenellaceae|g__GGB24102|s__GGB24102_SGB44768	0	0.02353	0	0.2047	0	0	0	0	0	0.12226	0.31471	0	1.14359	0	0.51093	0	0.89085	0.01097	0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Oscillospiraceae|g__GGB30466|s__GGB30466_SGB63211	0	0.02113	0	0	0	0	0	0	0	0	0	0.00246	0	0	0.01279	0	0	0	0.00324
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Oscillospiraceae|g__GGB30463|s__GGB30463_SGB102197	0	0.01993	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__CFGB8157|o__OFGB8157|f__FGB8157|g__GGB79773|s__GGB79773_SGB65054	0	0.01985	0	0	0	0	0	0	0	9e-05	0.14462	0	0.04834	0	0.0107	0	0	0	0
k__Bacteria|p__Bacteria_unclassified|c__Bacteria_unclassified|o__Bacteria_unclassified|f__Bacteria_unclassified|g__Bacteria_unclassified|s__Bacteria_unclassified_SGB41677	0	0.01663	0.27134	0.09951	0.5329	0.12562	0.17133	0.33201	0.20806	0.01188	0.08301	0.34189	0.06707	0.16487	0.02627	0.17647	0.07002	0.01533	0.20995
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Lachnospiraceae|g__Lachnospiraceae_unclassified|s__Lachnospiraceae_bacterium_MD308	0	0.01372	0	0.10587	0	0	0	0	0	0	0.05127	0	0.03917	0	0	0	0.03197	0	0
k__Bacteria|p__Firmicutes|c__CFGB9506|o__OFGB9506|f__FGB9506|g__GGB28394|s__GGB28394_SGB40975	0	0.00596	0	0.00596	0	0	0	0	0	0.01322	0.01205	0	0	0	0.00182	0	0.00192	0.01476	0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Oscillospiraceae|g__Oscillibacter|s__Oscillibacter_sp_1_3	0	0.00544	0	0.02209	0	0	0	0	0	0.02088	0.00827	0	0.00097	0	0.00296	0	0	0	0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Oscillospiraceae|g__Oscillibacter|s__Oscillibacter_SGB43502	0	0.00502	0	0.0035	0	0	0	0	0.09399	0.29956	0.06666	0	0.32481	0	0.20265	0	0.55392	0.00483	0
k__Bacteria|p__Firmicutes|c__CFGB76077|o__OFGB76077|f__FGB76077|g__GGB28853|s__GGB28853_SGB41519	0	0.00172	0	0	0	0	0	0	0	0.01513	0.00066	0	0	0	0	0	0.00725	0	0
k__Bacteria|p__Bacteria_unclassified|c__Bacteria_unclassified|o__Bacteria_unclassified|f__Bacteria_unclassified|g__Bacteria_unclassified|s__Bacteria_unclassified_SGB63107	0	0.00156	0	0	0	0	0	0	0	0.0012	0.00021	0	0	0.0001	0	0.00647	0.00346	0.00068	0
k__Bacteria|p__Firmicutes|c__CFGB28877|o__OFGB28877|f__FGB28877|g__GGB29001|s__GGB29001_SGB41717	0	0.0014	0.03954	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Bacteria_unclassified|c__Bacteria_unclassified|o__Bacteria_unclassified|f__Bacteria_unclassified|g__Bacteria_unclassified|s__Bacteria_unclassified_SGB41508	0	0.00101	0	0.00342	0	0	0	0	0	0	0	0	0	0.00032	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Oscillospiraceae|g__GGB74408|s__GGB74408_SGB43542	0	0.00073	0.00267	0	0	0	0	0.00042	0	0	0.00084	0	0	0	0	0.00215	0	0	0
k__Bacteria|p__Bacteria_unclassified|c__Bacteria_unclassified|o__Bacteria_unclassified|f__Bacteria_unclassified|g__GGB28963|s__GGB28963_SGB41672	0	0.0005	0.00636	0.00208	0.00356	0.00181	0	0.00137	0.01458	0.00221	0.00073	0.00081	0.0001	0.00486	0	0.00816	0.00275	0	0.00099
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae|g__GGB28892|s__GGB28892_SGB41573|t__SGB41573	0	1.63305	0	0.62969	0	7e-05	0	0	0	1.95535	2.87766	0	0.0192	0	0.13754	0	0.03782	0.15172	0
k__Bacteria|p__Firmicutes|c__CFGB75984|o__OFGB75984|f__FGB75984|g__GGB45564|s__GGB45564_SGB63259|t__SGB63259	0	0.31273	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__CFGB76293|o__OFGB76293|f__FGB76293|g__GGB79698|s__GGB79698_SGB102258|t__SGB102258	0	0.29438	0	0	0	0	0	0	0	0.34305	0.04816	0	0.5481	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__CFGB76314|o__OFGB76314|f__FGB76314|g__GGB28792|s__GGB28792_SGB41445|t__SGB41445	0	0.20936	0	0.32271	0	0	0	0	0	0.23407	0.14371	0	0.2482	0	0.24367	0	0.26266	0	0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Oscillospiraceae|g__GGB75055|s__GGB75055_SGB43513|t__SGB43513	0	0.16258	0	0	0	0.00485	0	0	0	0	0.24022	0	0.01825	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Oscillospiraceae|g__GGB79857|s__GGB79857_SGB42426|t__SGB42426	0	0.05651	0	0	0	0	0	0	0	0.00011	0.00496	0	0	0	0	0	0	0	0
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Rikenellaceae|g__GGB24102|s__GGB24102_SGB44768|t__SGB44768	0	0.02353	0	0.2047	0	0	0	0	0	0.12226	0.31471	0	1.14359	0	0.51093	0	0.89085	0.01097	0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Oscillospiraceae|g__GGB30466|s__GGB30466_SGB63211|t__SGB63211	0	0.02113	0	0	0	0	0	0	0	0	0	0.00246	0	0	0.01279	0	0	0	0.00324
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Oscillospiraceae|g__GGB30463|s__GGB30463_SGB102197|t__SGB102197	0	0.01993	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__CFGB8157|o__OFGB8157|f__FGB8157|g__GGB79773|s__GGB79773_SGB65054|t__SGB65054	0	0.01985	0	0	0	0	0	0	0	9e-05	0.14462	0	0.04834	0	0.0107	0	0	0	0
k__Bacteria|p__Bacteria_unclassified|c__Bacteria_unclassified|o__Bacteria_unclassified|f__Bacteria_unclassified|g__Bacteria_unclassified|s__Bacteria_unclassified_SGB41677|t__SGB41677	0	0.01663	0.27134	0.09951	0.5329	0.12562	0.17133	0.33201	0.20806	0.01188	0.08301	0.34189	0.06707	0.16487	0.02627	0.17647	0.07002	0.01533	0.20995
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Lachnospiraceae|g__Lachnospiraceae_unclassified|s__Lachnospiraceae_bacterium_MD308|t__SGB7279	0	0.01372	0	0.10587	0	0	0	0	0	0	0.05127	0	0.03917	0	0	0	0.03197	0	0
k__Bacteria|p__Firmicutes|c__CFGB9506|o__OFGB9506|f__FGB9506|g__GGB28394|s__GGB28394_SGB40975|t__SGB40975	0	0.00596	0	0.00596	0	0	0	0	0	0.01322	0.01205	0	0	0	0.00182	0	0.00192	0.01476	0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Oscillospiraceae|g__Oscillibacter|s__Oscillibacter_sp_1_3|t__SGB7266	0	0.00544	0	0.02209	0	0	0	0	0	0.02088	0.00827	0	0.00097	0	0.00296	0	0	0	0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Oscillospiraceae|g__Oscillibacter|s__Oscillibacter_SGB43502|t__SGB43502	0	0.00502	0	0.0035	0	0	0	0	0.09399	0.29956	0.06666	0	0.32481	0	0.20265	0	0.55392	0.00483	0
k__Bacteria|p__Firmicutes|c__CFGB76077|o__OFGB76077|f__FGB76077|g__GGB28853|s__GGB28853_SGB41519|t__SGB41519	0	0.00172	0	0	0	0	0	0	0	0.01513	0.00066	0	0	0	0	0	0.00725	0	0
k__Bacteria|p__Bacteria_unclassified|c__Bacteria_unclassified|o__Bacteria_unclassified|f__Bacteria_unclassified|g__Bacteria_unclassified|s__Bacteria_unclassified_SGB63107|t__SGB63107	0	0.00156	0	0	0	0	0	0	0	0.0012	0.00021	0	0	0.0001	0	0.00647	0.00346	0.00068	0
