Ensembl.Gene.ID,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj,Associated.Gene.Name
ENSMUSG00000055553,954.7368759,0.070433526,0.062793182,1.121674737,0.262000762,0.573845105,Kxd1
ENSMUSG00000018042,17776.55251,0.099508157,0.088743457,1.121301348,0.262159612,0.573879602,Cyb5r3
ENSMUSG00000026095,138.2891961,0.096498169,0.086057572,1.121321067,0.262151221,0.573879602,Asnsd1
ENSMUSG00000070985,427.2620739,-0.145147336,0.129426854,-1.12146229,0.262091134,0.573879602,Acnat1
ENSMUSG00000010755,525.6997618,0.111712955,0.099666044,1.120872772,0.262342022,0.574127731,Cars
ENSMUSG00000014195,1345.123646,0.058237376,0.051974406,1.120501032,0.262500313,0.574127731,Dnajc7
ENSMUSG00000020814,88.45149789,-0.19237134,0.171674865,-1.120556232,0.262476804,0.574127731,Mxra7
ENSMUSG00000021327,1015.322265,0.080355708,0.071715778,1.120474611,0.262511566,0.574127731,Zkscan3
ENSMUSG00000056144,102.6730203,0.157827556,0.140817539,1.120794735,0.262375246,0.574127731,Trim34a
ENSMUSG00000026578,127.6657167,0.121147613,0.10816138,1.120063499,0.262686704,0.574301969,Ccdc181
ENSMUSG00000028847,722.1230673,-0.052799843,0.047135495,-1.120171607,0.262640641,0.574301969,Trappc3
ENSMUSG00000020956,289.8545636,-0.076047952,0.067908898,-1.11985254,0.262776606,0.574394139,Dtd2
ENSMUSG00000028378,62.88185432,0.240407911,0.214804673,1.119193115,0.263057762,0.574695467,Ptgr1
ENSMUSG00000035357,262.4176003,-0.183809434,0.164224141,-1.119259525,0.263029438,0.574695467,Pdzrn3
ENSMUSG00000062590,122.7556854,-0.10887555,0.097278595,-1.119213835,0.263048925,0.574695467,Armc9
ENSMUSG00000020265,1327.547545,-0.066124014,0.059098726,-1.118873758,0.263194,0.574784355,Sumo3
ENSMUSG00000046179,379.2554528,0.203352436,0.181740498,1.118916468,0.263175777,0.574784355,E2f8
ENSMUSG00000030545,6254.791256,0.165791849,0.148233742,1.11844879,0.263375366,0.575076049,Pex11a
ENSMUSG00000001285,332.1959545,-0.061969985,0.055422541,-1.118136847,0.263508551,0.575262453,Myg1
ENSMUSG00000029780,371.2173884,0.129544727,0.1158733,1.117985994,0.263572975,0.575298705,Nt5c3
ENSMUSG00000000751,905.6819461,0.059583491,0.053306746,1.11774768,0.263674773,0.575312149,Rpa1
ENSMUSG00000075232,124.3232566,0.158692099,0.141966125,1.117816657,0.263645306,0.575312149,Amd1
ENSMUSG00000019088,106.7132216,0.154592674,0.138415857,1.116871133,0.264049429,0.57547234,Dnase1l1
ENSMUSG00000021975,319.9323208,-0.066483227,0.059516544,-1.117054554,0.263971,0.57547234,Ints9
ENSMUSG00000022400,531.4171508,-0.060570818,0.054227035,-1.116985623,0.264000472,0.57547234,Rbx1
ENSMUSG00000027963,234.0706304,-0.093384266,0.083604345,-1.116978623,0.264003465,0.57547234,Extl2
ENSMUSG00000052698,432.6496086,-0.088433665,0.079144901,-1.117364016,0.263838714,0.57547234,Tln2
ENSMUSG00000056501,2015.239819,0.170546526,0.152711012,1.11679259,0.264083018,0.57547234,Cebpb
ENSMUSG00000073680,71.72720506,0.230572784,0.206387507,1.117183824,0.263915736,0.57547234,Tmem88b
ENSMUSG00000006527,491.5553205,-0.074822322,0.067009692,-1.116589549,0.264169862,0.575557336,Sfmbt1
ENSMUSG00000014243,165.2353071,0.12675667,0.113576779,1.116043895,0.264403346,0.575961734,Zswim7
ENSMUSG00000096935,63.35779525,-0.179059387,0.160468141,-1.115856306,0.264483648,0.576032361,1700113A16Rik
ENSMUSG00000006456,241.9045666,-0.096799165,0.086771089,-1.115569314,0.264606533,0.576195693,Rbm14
ENSMUSG00000037710,3058.927505,0.05752581,0.051575854,1.11536322,0.264694804,0.576283603,Cisd1
ENSMUSG00000041078,31.64572287,-0.267010963,0.239570888,-1.114538439,0.265048264,0.576948735,Grid1
ENSMUSG00000029596,120.8356266,0.236111929,0.211939388,1.114054027,0.265256009,0.5772965,Sdsl
ENSMUSG00000039128,823.7838512,-0.050589157,0.045416416,-1.113895853,0.265323869,0.577339748,Cdc123
ENSMUSG00000037296,204.9567141,-0.080698204,0.072487984,-1.113263193,0.26559541,0.577572555,Lsm1
ENSMUSG00000038957,444.183732,-0.091870352,0.082521837,-1.113285354,0.265585895,0.577572555,Edc3
ENSMUSG00000043154,401.2634517,0.086391056,0.077608528,1.113164475,0.265637797,0.577572555,Ppp2r3a
ENSMUSG00000054426,142.2911464,-0.10583101,0.095088346,-1.11297562,0.2657189,0.577572555,A930005H10Rik
ENSMUSG00000073418,31712.73511,0.056955866,0.051174387,1.112976016,0.26571873,0.577572555,C4b
ENSMUSG00000084304,44.04573295,0.182725018,0.164172445,1.11300662,0.265705586,0.577572555,Gm6142
ENSMUSG00000041992,68.08595037,0.186993076,0.168071375,1.112581342,0.265888277,0.577836319,Rapgef5
ENSMUSG00000000056,1166.914218,-0.120308053,0.108206646,-1.111836084,0.266208634,0.577920349,Narf
ENSMUSG00000010358,477.5893439,-0.077925986,0.070078966,-1.111973974,0.26614934,0.577920349,Ifi35
ENSMUSG00000022387,667.6914604,-0.072551879,0.065310973,-1.110868137,0.266625112,0.577920349,Brd1
ENSMUSG00000025218,181.252595,-0.088212032,0.079417059,-1.110744132,0.2666785,0.577920349,Poll
ENSMUSG00000025348,224.09938,0.136464565,0.122824354,1.111054614,0.266544842,0.577920349,Itga7
ENSMUSG00000026104,529.2363482,-0.107342975,0.096502439,-1.112334325,0.265994431,0.577920349,Stat1
ENSMUSG00000026466,2005.232486,-0.041024892,0.036914519,-1.111348423,0.266418404,0.577920349,Tor1aip1
ENSMUSG00000030560,1411.102186,-0.144918381,0.130459483,-1.110830569,0.266641286,0.577920349,Ctsc
ENSMUSG00000032411,345.7121121,-0.122520813,0.110320891,-1.110585782,0.266746685,0.577920349,Tfdp2
ENSMUSG00000033278,171.6561065,0.309003874,0.278094236,1.111148071,0.266504619,0.577920349,Ptprm
ENSMUSG00000037885,689.7196545,-0.077276747,0.069588503,-1.110481514,0.26679159,0.577920349,Stk35
ENSMUSG00000039637,642.9233787,-0.104577583,0.094065118,-1.11175731,0.266242511,0.577920349,Coro7
ENSMUSG00000044751,203.8324294,0.093951266,0.08452437,1.111528736,0.266340828,0.577920349,Gm12231
ENSMUSG00000046688,208.9774317,-0.201909951,0.181746369,-1.110943523,0.26659266,0.577920349,Tifa
ENSMUSG00000048232,51.06919308,-0.150558539,0.135402028,-1.111937105,0.266165194,0.577920349,Fbxo10
ENSMUSG00000074182,121.5128742,-0.10386079,0.093468781,-1.111181606,0.266490187,0.577920349,Znhit6
ENSMUSG00000082971,84.88462291,-0.129503662,0.116611113,-1.11056021,0.266757698,0.577920349,Gm13517
ENSMUSG00000097730,222.0471063,-0.135466696,0.121977726,-1.110585512,0.266746802,0.577920349,Gm26588
ENSMUSG00000021520,1029.808829,0.081098555,0.073064542,1.109957761,0.267017228,0.577992853,Uqcrb
ENSMUSG00000023923,539.9985494,-0.064946168,0.058506566,-1.1100663,0.266970458,0.577992853,Tbc1d5
ENSMUSG00000029445,65644.90643,0.205240524,0.184862998,1.110230421,0.266899747,0.577992853,Hpd
ENSMUSG00000050668,177.7218432,0.088918194,0.08010271,1.110052258,0.266976508,0.577992853,Gpatch11
ENSMUSG00000025792,6442.636294,-0.093261193,0.0840416,-1.109702734,0.267127144,0.578126763,Slc25a10
ENSMUSG00000004929,195.2672634,0.096284881,0.086829278,1.108898789,0.267473846,0.578772994,Thop1
ENSMUSG00000068264,334.3158617,-0.089642755,0.080877376,-1.108378633,0.267698329,0.579154575,Ap5s1
ENSMUSG00000002379,630.5210696,-0.054325735,0.049071019,-1.107083903,0.268257655,0.579362066,Ndufa11
ENSMUSG00000019899,97.20174963,0.250662684,0.226264974,1.107828044,0.267936086,0.579362066,Lama2
ENSMUSG00000020680,1058.408469,0.10599355,0.095744836,1.107041946,0.268275793,0.579362066,Taf15
ENSMUSG00000021079,491.5729179,0.06692576,0.060438403,1.107338329,0.268147678,0.579362066,Timm9
ENSMUSG00000022148,233.1447033,0.291871721,0.263459099,1.107844527,0.267928966,0.579362066,Fyb
ENSMUSG00000025353,590.7552294,-0.09558222,0.086294747,-1.107625008,0.268023799,0.579362066,Ormdl2
ENSMUSG00000025812,2101.1947,-0.08268926,0.074671232,-1.107377729,0.268130651,0.579362066,Pard3
ENSMUSG00000031783,213.8214741,0.077908932,0.070337244,1.107648334,0.26801372,0.579362066,Polr2c
ENSMUSG00000042472,413.6915791,0.079766453,0.072050824,1.107085918,0.268256784,0.579362066,Zfp410
ENSMUSG00000105388,68.44272276,-0.122996324,0.111051269,-1.107563427,0.268050406,0.579362066,Rpl36a-ps2
ENSMUSG00000041445,430.9911724,-0.097501629,0.088085894,-1.106892657,0.268340341,0.579397459,Mmrn2
ENSMUSG00000038188,358.7269745,-0.082357733,0.074422576,-1.106622985,0.268456965,0.579545263,Scarf1
ENSMUSG00000023169,57.91544601,0.248803851,0.22490616,1.106256276,0.268615611,0.57960214,Slc38a1
ENSMUSG00000027109,595.3326011,0.063219095,0.057154092,1.106116692,0.268676015,0.57960214,Sp3
ENSMUSG00000061758,61.86958551,0.212596174,0.192168298,1.10630201,0.268595822,0.57960214,Akr1b10
ENSMUSG00000078651,30.58293147,0.234666304,0.212145019,1.106159858,0.268657334,0.57960214,Aoc2
ENSMUSG00000015176,744.4546419,0.123740912,0.111902478,1.105792425,0.268816374,0.579800968,Nolc1
ENSMUSG00000018189,306.5272995,0.107865369,0.097578451,1.10542202,0.268976767,0.579832345,Uchl5
ENSMUSG00000020573,26.19950423,-0.239703428,0.216805142,-1.105616893,0.268892375,0.579832345,Pik3cg
ENSMUSG00000026134,61.67850698,-0.14118374,0.127732959,-1.105303918,0.269027921,0.579832345,Prim2
ENSMUSG00000034994,35693.26392,0.060180602,0.05444275,1.105392394,0.268989598,0.579832345,Eef2
ENSMUSG00000042938,38.05524797,0.165882964,0.150092837,1.105202402,0.269071896,0.579832345,Gm14117
ENSMUSG00000020679,682.1590154,0.075855037,0.06866416,1.104725326,0.269278626,0.580173916,Hnf1b
ENSMUSG00000062627,189.2498848,-0.108187118,0.098020281,-1.103721762,0.269713852,0.581007584,Mysm1
ENSMUSG00000028779,743.3430728,0.082906218,0.075149756,1.103213402,0.269934503,0.581066738,Pef1
ENSMUSG00000028859,90.71447585,0.283574588,0.257025704,1.103292719,0.269900067,0.581066738,Csf3r
ENSMUSG00000072849,28358.43301,0.70358058,0.637707415,1.103296846,0.269898276,0.581066738,Serpina1e
ENSMUSG00000109089,484.1519432,0.142431243,0.129088849,1.103358219,0.269871633,0.581066738,RP23-366O14.6
ENSMUSG00000020152,1602.161053,0.06645237,0.06024852,1.102970989,0.270039764,0.581085387,Actr2
ENSMUSG00000032913,105.54532,0.115303335,0.104532891,1.103034016,0.270012394,0.581085387,Lrig2
ENSMUSG00000027864,216.5994388,0.217679832,0.197394005,1.102768204,0.270127839,0.581170965,Ptgfrn
ENSMUSG00000028568,230.0025955,0.071151316,0.064535694,1.102511051,0.270239557,0.581203452,Btf3l4
ENSMUSG00000035248,1453.170368,-0.066543587,0.060353068,-1.102571737,0.270213189,0.581203452,Zcchc6
ENSMUSG00000015202,271.2532573,0.22360079,0.202885543,1.10210312,0.270416843,0.581304348,Cnksr3
ENSMUSG00000020309,310.6194668,-0.111320859,0.101012015,-1.102055624,0.27043749,0.581304348,Chac2
ENSMUSG00000029366,153.6857978,-0.120349376,0.109206106,-1.102038887,0.270444766,0.581304348,Dck
ENSMUSG00000074646,53.34315345,-0.159996918,0.145193241,-1.101958442,0.270479739,0.581304348,6430550D23Rik
ENSMUSG00000089911,495.0351729,0.062790478,0.05699912,1.101604337,0.270633722,0.581531401,Hiat1
ENSMUSG00000027356,32.82189205,0.294098241,0.267229998,1.100543514,0.271095381,0.582211448,Fermt1
ENSMUSG00000030881,326.9262321,-0.06220024,0.05651539,-1.100589414,0.271075395,0.582211448,Arfip2
ENSMUSG00000062181,6915.636034,-0.223307238,0.202888459,-1.10064042,0.271053186,0.582211448,Ces3b
ENSMUSG00000021819,1164.308839,-0.053069134,0.048238864,-1.100132334,0.271274468,0.582352604,Zswim8
ENSMUSG00000024800,70.0376054,-0.134726382,0.122484305,-1.099948124,0.271354725,0.582352604,Rpp30
ENSMUSG00000059901,52.86448989,0.18622259,0.169256725,1.100237465,0.271228671,0.582352604,Adamts14
ENSMUSG00000101892,128.8563147,0.120804094,0.109818524,1.100033848,0.271317374,0.582352604,9130401M01Rik
ENSMUSG00000058325,697.3570072,-0.079153895,0.07198089,-1.099651515,0.271483988,0.582422228,Dock1
ENSMUSG00000067225,4046.779694,-0.329429453,0.29955519,-1.099728746,0.271450326,0.582422228,Cyp2c54
ENSMUSG00000036432,285.3854122,0.091338114,0.083101156,1.099119647,0.271715881,0.58281579,Siah2
ENSMUSG00000037103,118.4659627,-0.120315177,0.109511994,-1.098648401,0.271921457,0.583152773,Dcaf15
ENSMUSG00000022842,118.866533,0.143568968,0.130697741,1.098480864,0.271994569,0.583205607,Ece2
ENSMUSG00000022089,298.0924045,0.0874875,0.079663552,1.098212391,0.272111757,0.583352913,Bin3
ENSMUSG00000055660,31.19340898,0.207379212,0.188900918,1.097820033,0.272283082,0.583616205,Mettl4
ENSMUSG00000050335,179.3678511,-0.252649046,0.230162934,-1.097696496,0.272337041,0.583627883,Lgals3
ENSMUSG00000052395,441.444088,0.065968924,0.06011721,1.097338413,0.272493485,0.583859148,Rft1
ENSMUSG00000059908,62615.78764,-0.167118565,0.15237738,-1.096741296,0.272754499,0.584314347,Mug1
ENSMUSG00000058318,429.5713746,-0.07550807,0.068905214,-1.095825207,0.273155275,0.585068741,Phf21a
ENSMUSG00000025871,2128.663695,-0.06515,0.059466972,-1.095566122,0.273268694,0.585207487,4833439L19Rik
ENSMUSG00000009927,869.9020547,0.07063972,0.064491458,1.095334514,0.273370112,0.585217324,Rps25
ENSMUSG00000021025,939.1202835,-0.098970138,0.090383662,-1.095000311,0.2735165,0.585217324,Nfkbia
ENSMUSG00000021033,18639.07189,-0.09314227,0.085038314,-1.095297693,0.273386238,0.585217324,Gstz1
ENSMUSG00000026426,641.6170819,-0.093867553,0.085715482,-1.095106179,0.273470122,0.585217324,Arl8a
ENSMUSG00000083367,92.75311512,0.115310271,0.105296036,1.095105521,0.27347041,0.585217324,Gm8806
ENSMUSG00000038544,117.3372625,-0.100694216,0.091968303,-1.094879563,0.273569403,0.585226439,Inip
ENSMUSG00000022354,2957.128214,0.064197317,0.058655144,1.094487401,0.27374127,0.585489995,Ndufb9
ENSMUSG00000024300,161.115128,-0.212124548,0.193883877,-1.094080391,0.273919722,0.585643111,Myo1f
ENSMUSG00000036955,474.9075024,0.06872185,0.06281756,1.093991076,0.273958892,0.585643111,Kif1bp
ENSMUSG00000048186,244.8142417,-0.065087953,0.059485388,-1.094183887,0.273874337,0.585643111,Bend7
ENSMUSG00000009545,65.55925913,-0.181326707,0.165871723,-1.093174314,0.274317272,0.586165953,Kcnq1
ENSMUSG00000038241,468.6418924,-0.089196153,0.081584084,-1.093303363,0.274260627,0.586165953,Cep250
ENSMUSG00000068085,155.2476202,-0.160257939,0.146608593,-1.09310059,0.274349637,0.586165953,Cyp2d11
ENSMUSG00000022141,536.8404738,0.079215994,0.072502798,1.092592222,0.274572879,0.586330548,Nipbl
ENSMUSG00000032456,168.3642783,-0.093446962,0.085527339,-1.092597554,0.274570537,0.586330548,Nmnat3
ENSMUSG00000042323,614.6464394,0.058987537,0.053987219,1.092620402,0.274560501,0.586330548,Pbrm1
ENSMUSG00000030061,707.9379614,0.072842792,0.066708816,1.091951497,0.274854421,0.586827602,Uba3
ENSMUSG00000035041,8750.308925,-0.061979854,0.056826808,-1.090679851,0.27541378,0.587830592,Creb3l3
ENSMUSG00000056220,38.89557182,0.266533301,0.244377684,1.090661372,0.275421914,0.587830592,Pla2g4a
ENSMUSG00000028803,463.7092026,-0.088035212,0.08072922,-1.090499975,0.275492964,0.587877945,Nipal3
ENSMUSG00000026669,1720.777917,-0.124263015,0.113982214,-1.090196545,0.275626575,0.588058755,Mcm10
ENSMUSG00000069662,305.0872568,0.228607343,0.209753224,1.089887148,0.275762858,0.588245204,Marcks
ENSMUSG00000032932,389.5544318,-0.106537525,0.097784708,-1.089511106,0.27592856,0.5883046,Hspa13
ENSMUSG00000038007,689.0763689,0.124037546,0.113849073,1.089491049,0.2759374,0.5883046,Acer2
ENSMUSG00000047193,55.73775876,-0.153745214,0.141096467,-1.089646089,0.275869072,0.5883046,Dync2h1
ENSMUSG00000002871,504.8891327,0.060776258,0.055819808,1.088793732,0.276244856,0.588769405,Tpra1
ENSMUSG00000021597,46.00241835,0.165561672,0.15207771,1.088664946,0.276301665,0.588769405,Slf1
ENSMUSG00000097658,54.14680942,-0.215224243,0.197695805,-1.088663679,0.276302224,0.588769405,Gm16755
ENSMUSG00000072115,1697.463534,-0.203191188,0.186693917,-1.088365341,0.276433856,0.588945585,Ang
ENSMUSG00000042810,392.3517985,-0.062146397,0.057120203,-1.087993293,0.276598069,0.589191106,Krba1
ENSMUSG00000025481,3386.980145,-0.092371808,0.084926076,-1.087673089,0.276739452,0.589387918,Urah
ENSMUSG00000027531,1094.165398,-0.090046005,0.082812834,-1.0873436,0.276884986,0.5895935,Impa1
ENSMUSG00000022390,1951.097741,-0.052210302,0.048025246,-1.087142818,0.276973697,0.589678031,Zc3h7b
ENSMUSG00000047238,43.0867871,-0.192275175,0.176913205,-1.086833367,0.277110459,0.589864814,Mageh1
ENSMUSG00000020661,535.3942093,0.078599689,0.072349992,1.086381448,0.277310266,0.589976977,Dnmt3a
ENSMUSG00000020774,190.0248974,-0.156159796,0.143742746,-1.086383843,0.277309207,0.589976977,Aspa
ENSMUSG00000034748,79.53061425,-0.131227042,0.120790285,-1.086403939,0.27730032,0.589976977,Sirt6
ENSMUSG00000029545,4318.084135,-0.060939075,0.056113004,-1.086006286,0.277476211,0.590121318,Acads
ENSMUSG00000053929,1384.078328,-0.049854864,0.045903862,-1.086071231,0.277447479,0.590121318,Cyhr1
ENSMUSG00000017843,1089.578619,-0.049630384,0.045711291,-1.085735772,0.27759591,0.590167236,Ppp2r5c
ENSMUSG00000033272,363.7709774,0.093943095,0.086522115,1.085769744,0.277580875,0.590167236,Slc35a4
ENSMUSG00000003299,504.3119256,-0.060825991,0.056067847,-1.08486404,0.277981877,0.590883386,Mrpl4
ENSMUSG00000061458,158.5618172,0.107554622,0.099171435,1.084532282,0.278128861,0.591048834,Nol10
ENSMUSG00000095930,88.9514568,-0.135410835,0.124863997,-1.084466603,0.278157967,0.591048834,Nim1k
ENSMUSG00000020430,620.8802146,0.058443332,0.053919408,1.083901576,0.278408441,0.591294724,Pes1
ENSMUSG00000026548,34.7950818,0.374521791,0.345540302,1.083872962,0.27842113,0.591294724,Slamf9
ENSMUSG00000028651,199.6980674,-0.083900917,0.077400808,-1.083979869,0.278373725,0.591294724,Ppie
ENSMUSG00000006301,1395.752653,-0.042754961,0.039452101,-1.083718224,0.278489753,0.591336078,Tmbim1
ENSMUSG00000017774,1965.721038,0.098016313,0.090483555,1.083250025,0.278697461,0.591672693,Myo1c
ENSMUSG00000028618,5055.84902,0.045236488,0.04176812,1.083038642,0.278791272,0.591767429,Tmem59
ENSMUSG00000045969,274.519924,-0.101593712,0.093820346,-1.082853736,0.27887335,0.591837232,Ing1
ENSMUSG00000020472,849.0650596,0.075842799,0.07005884,1.082558596,0.279004394,0.591906517,Zkscan17
ENSMUSG00000031819,620.0858648,0.079607649,0.073531535,1.082632764,0.278971458,0.591906517,Emc8
ENSMUSG00000039982,232.9279898,-0.12971681,0.119938539,-1.081527344,0.279462604,0.592774081,Dtx4
ENSMUSG00000027479,511.1690354,0.080761793,0.074693593,1.081241241,0.279589817,0.592781572,Mapre1
ENSMUSG00000029196,716.3387402,-0.077085686,0.071317272,-1.08088383,0.279748792,0.592781572,Tada2b
ENSMUSG00000031133,133.7819204,0.155445413,0.143815389,1.080867735,0.279755953,0.592781572,Arhgef6
ENSMUSG00000031226,141.2445194,-0.110631455,0.102355532,-1.080854676,0.279761763,0.592781572,Pbdc1
ENSMUSG00000039041,766.2219406,-0.073267867,0.067752289,-1.081407997,0.279515666,0.592781572,Adrm1
ENSMUSG00000042032,715.4341977,0.052172934,0.048263953,1.080991732,0.279700791,0.592781572,Mat2b
ENSMUSG00000001151,379.6007796,-0.068628565,0.063521215,-1.080403858,0.279962379,0.593102197,Pcnt
ENSMUSG00000020821,5647.972364,-0.07315956,0.067744567,-1.079932516,0.280172232,0.593345857,Kif1c
ENSMUSG00000035891,202.7883026,0.151654225,0.140430463,1.079923989,0.28017603,0.593345857,Cerk
ENSMUSG00000048154,2156.537571,-0.092895799,0.086037582,-1.079711872,0.280270505,0.593441473,Kmt2d
ENSMUSG00000042148,402.700729,0.076377525,0.070759491,1.079396184,0.280411152,0.593634799,Cox10
ENSMUSG00000000902,416.6622749,-0.057871372,0.05367287,-1.078223927,0.280933837,0.594323015,Smarcb1
ENSMUSG00000002578,34.24966252,-0.271691429,0.251941748,-1.078389872,0.280859805,0.594323015,Ikzf4
ENSMUSG00000029592,481.0532207,-0.060737381,0.056315131,-1.078526863,0.2807987,0.594323015,Usp30
ENSMUSG00000064307,35.20096559,0.161448767,0.149725694,1.078296999,0.280901236,0.594323015,Lrrc51
ENSMUSG00000024955,525.4082513,0.159237528,0.147774439,1.077571528,0.281225014,0.594582766,Esrra
ENSMUSG00000025993,2816.603849,0.1280056,0.118775748,1.077708219,0.281163989,0.594582766,Slc40a1
ENSMUSG00000028559,3284.675055,-0.073147549,0.067870625,-1.077749742,0.281145454,0.594582766,Osbpl9
ENSMUSG00000028693,267.5173824,-0.089957474,0.083495332,-1.077395253,0.281303724,0.594582766,Nasp
ENSMUSG00000068686,42.35267625,-0.163043664,0.151327668,-1.077421376,0.281292059,0.594582766,Cd59b
ENSMUSG00000075284,183.5642439,0.153666058,0.142650734,1.077218836,0.281382512,0.594644828,Wipf1
ENSMUSG00000026374,850.5175701,0.051228802,0.047564972,1.077027902,0.2814678,0.594720602,Tsn
ENSMUSG00000068706,404.607641,0.099028335,0.091959752,1.076866051,0.281540112,0.594768935,Gm10250
ENSMUSG00000057465,1009.97767,0.329544849,0.306055728,1.076747857,0.281592926,0.594776069,Saa2
ENSMUSG00000024766,40.71730041,0.224623664,0.208665723,1.076476101,0.281714384,0.594928164,Lipo1
ENSMUSG00000024925,373.4451435,-0.110436358,0.102614688,-1.076223693,0.281827226,0.594957599,Rnaseh2c
ENSMUSG00000034158,686.7935532,0.081423343,0.075649057,1.07632991,0.281779737,0.594957599,Lrrc58
ENSMUSG00000035958,291.4842438,0.148862617,0.138336929,1.076087332,0.281888201,0.59498192,Tdp2
ENSMUSG00000038508,160.0362054,-0.415587551,0.386460028,-1.075370079,0.282209072,0.595450254,Gdf15
ENSMUSG00000052751,885.685269,-0.120962352,0.112477829,-1.075432849,0.282180981,0.595450254,Repin1
ENSMUSG00000026638,520.6006192,-0.132954256,0.123694963,-1.074855864,0.282439265,0.595831456,Irf6
ENSMUSG00000030850,539.2313497,0.067708948,0.06301579,1.074475902,0.28260944,0.596085934,Ate1
ENSMUSG00000041231,268.9975254,0.075409817,0.070198113,1.074242791,0.282713878,0.596201695,Ublcp1
ENSMUSG00000026889,290.3794154,0.075094328,0.069923571,1.073948698,0.282845675,0.596235785,Rbm18
ENSMUSG00000039286,336.4985057,0.093243123,0.086828658,1.07387498,0.282878718,0.596235785,Fndc3b
ENSMUSG00000041025,360.662595,-0.095716027,0.089118962,-1.074025379,0.282811307,0.596235785,Iffo2
ENSMUSG00000040888,599.0795,-0.058377834,0.054381637,-1.07348431,0.283053875,0.596500467,Gfer
ENSMUSG00000099779,65.27959017,-0.178381699,0.166241592,-1.073026897,0.283259048,0.596828303,Gm8228
ENSMUSG00000051147,355.3911385,-0.075870175,0.070725447,-1.072742239,0.283386783,0.596992889,Nat2
ENSMUSG00000029918,70.9633516,0.113554684,0.105895153,1.072331276,0.283571264,0.597276939,Mrps33
ENSMUSG00000018774,406.680547,-0.153432363,0.143120457,-1.072050534,0.283697335,0.597333329,Cd68
ENSMUSG00000062624,2133.770571,-0.214640648,0.200195496,-1.072155231,0.283650315,0.597333329,Cyp2c67
ENSMUSG00000017615,1264.135515,0.056239234,0.052485954,1.071510173,0.283940099,0.597426256,Tnfaip1
ENSMUSG00000035640,54.44910819,0.18718657,0.174653187,1.071761544,0.28382715,0.597426256,Cbarp
ENSMUSG00000052794,97.57741551,0.106306368,0.099205749,1.071574677,0.283911112,0.597426256,1700030K09Rik
ENSMUSG00000102918,270.0970026,-0.118375544,0.110473248,-1.071531305,0.283930603,0.597426256,Pcdhgc3
ENSMUSG00000025060,548.5157447,-0.055805557,0.05211685,-1.070777629,0.284269428,0.597733701,Slk
ENSMUSG00000040434,37.02659872,0.24985094,0.233303957,1.070924574,0.284203345,0.597733701,Gyltl1b
ENSMUSG00000063895,132.9236237,0.108973718,0.101773915,1.070743117,0.28428495,0.597733701,Nupl1
ENSMUSG00000070284,196.2567476,0.097298777,0.090851301,1.070967354,0.284184109,0.597733701,Gmppb
ENSMUSG00000022149,10284.68998,-0.195813098,0.18290919,-1.070548171,0.284372639,0.597813597,C9
ENSMUSG00000037791,927.0495574,-0.070032421,0.065425024,-1.070422547,0.284429155,0.597827946,Phf12
ENSMUSG00000035372,3385.117253,0.147562028,0.137915587,1.06994453,0.284644278,0.598175599,1810055G02Rik
ENSMUSG00000021068,57.71872702,0.218478298,0.204277417,1.069517625,0.284836491,0.598474996,Nin
ENSMUSG00000101599,87.80550983,-0.136772076,0.127910455,-1.069279875,0.284943576,0.598595454,Gm20342
ENSMUSG00000023045,851.6826183,-0.096774563,0.090538577,-1.068876559,0.285125296,0.598872632,Soat2
ENSMUSG00000014856,383.6020778,-0.072124975,0.067597592,-1.066975504,0.285982897,0.599386586,Tmem208
ENSMUSG00000016128,527.2728462,-0.102625697,0.096166513,-1.067166658,0.285896586,0.599386586,Stard13
ENSMUSG00000020088,1697.748092,0.045713325,0.042855789,1.066677936,0.286117294,0.599386586,Sar1a
ENSMUSG00000020198,2098.61503,0.040692419,0.038144111,1.066807398,0.286058817,0.599386586,Ap3d1
ENSMUSG00000024045,777.3573164,0.048634565,0.045588127,1.06682525,0.286050754,0.599386586,Akap8
ENSMUSG00000026155,773.2304842,-0.051623207,0.048361029,-1.067454672,0.285766572,0.599386586,Smap1
ENSMUSG00000029675,92.06060626,0.309122504,0.289572442,1.067513542,0.285740002,0.599386586,Eln
ENSMUSG00000031156,293.3090732,-0.082643184,0.077470435,-1.066770626,0.286075426,0.599386586,Slc35a2
ENSMUSG00000032349,19893.94498,0.160907021,0.150783355,1.067140473,0.285908408,0.599386586,Elovl5
ENSMUSG00000033174,8355.718799,-0.140609702,0.131661321,-1.067965151,0.285536232,0.599386586,Mgll
ENSMUSG00000036661,150.4595599,-0.099513688,0.093176125,-1.068017031,0.28551283,0.599386586,Dennd3
ENSMUSG00000050891,93.36171448,0.125745311,0.117813757,1.067322822,0.285826086,0.599386586,Tatdn1
ENSMUSG00000066892,240.675033,-0.095177004,0.089127095,-1.067879569,0.28557484,0.599386586,Fbxl12
ENSMUSG00000085615,41.87335031,0.158814451,0.148875322,1.066761425,0.286079582,0.599386586,A330035P11Rik
ENSMUSG00000103222,71.04616148,0.186546096,0.174864887,1.066801344,0.286061552,0.599386586,Gm37729
ENSMUSG00000036052,122.4220069,-0.115176967,0.107990073,-1.066551424,0.286174446,0.599401942,Dnajb5
ENSMUSG00000037095,6763.545673,-0.12087731,0.113377936,-1.066144915,0.286358138,0.599682291,Lrg1
