Ensembl.Gene.ID,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj,Associated.Gene.Name
ENSMUSG00000027952,548.9714703,1.042493194,0.201621051,5.17055729,2.33E-07,2.21E-05,Pmvk
ENSMUSG00000074768,37588.39423,0.781006838,0.151468005,5.156249598,2.52E-07,2.37E-05,Bhmt
ENSMUSG00000020612,2883.329061,0.13867981,0.026932912,5.149083402,2.62E-07,2.42E-05,Prkar1a
ENSMUSG00000034248,1344.459407,-0.405108418,0.078687677,-5.148308261,2.63E-07,2.42E-05,Slc25a37
ENSMUSG00000037999,218.2310493,0.460519435,0.089492517,5.145898775,2.66E-07,2.42E-05,Arap2
ENSMUSG00000038527,3609.538391,-0.253372369,0.049246302,-5.145002932,2.68E-07,2.42E-05,C1rl
ENSMUSG00000096105,323.8646912,0.86582666,0.168241706,5.14632595,2.66E-07,2.42E-05,Bhmt-ps1
ENSMUSG00000027983,560.1191849,-0.65371908,0.127379384,-5.132063429,2.87E-07,2.57E-05,Cyp2u1
ENSMUSG00000038991,4303.147249,-0.287507574,0.056058505,-5.128705673,2.92E-07,2.60E-05,Txndc5
ENSMUSG00000027523,11128.90099,-0.138262811,0.027020453,-5.116968592,3.10E-07,2.75E-05,Gnas
ENSMUSG00000061904,5945.846966,0.187165366,0.036643432,5.10774666,3.26E-07,2.86E-05,Slc25a3
ENSMUSG00000026939,135.0479751,-0.68356242,0.133870415,-5.106149992,3.29E-07,2.87E-05,Tmem141
ENSMUSG00000023829,9038.26028,-0.360078407,0.070552755,-5.103676086,3.33E-07,2.88E-05,Slc22a1
ENSMUSG00000024997,2481.07938,0.328784379,0.0645782,5.091259538,3.56E-07,3.03E-05,Prdx3
ENSMUSG00000025825,1124.413477,-0.231580272,0.045480508,-5.091857655,3.55E-07,3.03E-05,Iscu
ENSMUSG00000003559,1810.21869,0.484933106,0.095613441,5.07180894,3.94E-07,3.34E-05,As3mt
ENSMUSG00000028359,202.4691935,-0.983502052,0.194784721,-5.049174533,4.44E-07,3.73E-05,Orm3
ENSMUSG00000037622,3709.079999,-0.234645249,0.046537666,-5.042050235,4.61E-07,3.85E-05,Wdtc1
ENSMUSG00000028251,521.3823181,0.323699073,0.064519781,5.017051642,5.25E-07,4.35E-05,Tstd3
ENSMUSG00000024526,254.1176787,-2.478734203,0.495071731,-5.0068183,5.53E-07,4.56E-05,Cidea
ENSMUSG00000022351,603.6282099,2.9934478,0.598561436,5.001070269,5.70E-07,4.67E-05,Sqle
ENSMUSG00000047394,200.4444546,-0.820015597,0.164023002,-4.999393923,5.75E-07,4.68E-05,Odf3b
ENSMUSG00000020733,4197.597987,-0.392678307,0.078935289,-4.974686365,6.54E-07,5.28E-05,Slc9a3r1
ENSMUSG00000031700,18995.21608,0.525175042,0.105664848,4.970196352,6.69E-07,5.36E-05,Gpt2
ENSMUSG00000020074,682.5519539,0.260820285,0.052500553,4.967953061,6.77E-07,5.39E-05,Ccar1
ENSMUSG00000027893,2226.044372,0.303517153,0.061248318,4.955518132,7.21E-07,5.71E-05,Ahcyl1
ENSMUSG00000045775,1018.171451,1.057552322,0.214388317,4.932882242,8.10E-07,6.37E-05,Slc16a5
ENSMUSG00000034926,26866.22032,0.477419529,0.096830387,4.930472194,8.20E-07,6.41E-05,Dhcr24
ENSMUSG00000107198,187.5698509,-0.630212035,0.127867301,-4.928641087,8.28E-07,6.43E-05,Gm19619
ENSMUSG00000048647,81.93998759,-0.554953792,0.11273642,-4.922577748,8.54E-07,6.59E-05,Exd1
ENSMUSG00000024697,83.81203803,-0.785443955,0.159850416,-4.913618459,8.94E-07,6.85E-05,Gna14
ENSMUSG00000035105,500.4258218,-0.435597817,0.08876483,-4.907324389,9.23E-07,7.03E-05,Egln3
ENSMUSG00000032350,4833.125832,-0.402466434,0.082112799,-4.901384886,9.52E-07,7.20E-05,Gclc
ENSMUSG00000006589,421.7601395,0.475489527,0.097154628,4.89415211,9.87E-07,7.42E-05,Aprt
ENSMUSG00000027605,5315.715106,0.963199385,0.197339552,4.880924156,1.06E-06,7.89E-05,Acss2
ENSMUSG00000060512,580.6388268,-0.223802626,0.04588915,-4.877027046,1.08E-06,8.00E-05,0610040J01Rik
ENSMUSG00000038459,1244.881765,-0.315281606,0.064793151,-4.865971173,1.14E-06,8.39E-05,Abhd17c
ENSMUSG00000054484,330.3387781,0.305480385,0.06278821,4.865250724,1.14E-06,8.39E-05,Tmem62
ENSMUSG00000025290,1125.050647,0.228564783,0.047064243,4.856442347,1.20E-06,8.71E-05,Rps24
ENSMUSG00000024360,2116.662665,0.16651138,0.034398769,4.840620246,1.29E-06,9.38E-05,Etf1
ENSMUSG00000019082,5699.788508,0.482615698,0.100166681,4.818126088,1.45E-06,0.000103777,Slc25a22
ENSMUSG00000029311,5908.265562,-0.268542104,0.055723408,-4.819197428,1.44E-06,0.000103777,Hsd17b11
ENSMUSG00000022615,697.7452776,-0.600236021,0.124778143,-4.810425995,1.51E-06,0.000107218,Tymp
ENSMUSG00000022091,1416.934901,0.676011754,0.141729801,4.769722041,1.84E-06,0.000129828,Sorbs3
ENSMUSG00000043681,236.4421018,0.733070216,0.153694135,4.769669435,1.85E-06,0.000129828,Fam25c
ENSMUSG00000057691,752.2715332,0.3295999,0.069175473,4.76469311,1.89E-06,0.0001323,Zfp746
ENSMUSG00000026944,1191.766352,-0.409902701,0.086103143,-4.760600932,1.93E-06,0.000134231,Abca2
ENSMUSG00000037936,6087.680072,-0.452035166,0.095043,-4.756112116,1.97E-06,0.00013646,Scarb1
ENSMUSG00000022037,39654.38744,-0.237085178,0.049896731,-4.751517248,2.02E-06,0.000138012,Clu
ENSMUSG00000022237,724.0079224,0.551372993,0.116017689,4.752490731,2.01E-06,0.000138012,Ankrd33b
ENSMUSG00000052656,1701.445099,0.288581054,0.060909969,4.737829564,2.16E-06,0.000146687,Rnf103
ENSMUSG00000062762,4982.531377,0.287862118,0.060770294,4.736888649,2.17E-06,0.000146687,Ei24
ENSMUSG00000019054,924.7514385,-0.202719678,0.042920337,-4.723161426,2.32E-06,0.000155204,Fis1
ENSMUSG00000036833,3368.450242,-0.283849729,0.060093055,-4.723503062,2.32E-06,0.000155204,Pnpla7
ENSMUSG00000038633,1853.016969,0.201286685,0.042635562,4.721098388,2.35E-06,0.000155921,Degs1
ENSMUSG00000000628,118.1754369,0.943161872,0.200112996,4.71314652,2.44E-06,0.000161242,Hk2
ENSMUSG00000028573,2600.631193,0.248920405,0.05291637,4.704034055,2.55E-06,0.000167692,Fggy
ENSMUSG00000005373,9390.997947,-0.700386803,0.148996599,-4.700689868,2.59E-06,0.000168239,Mlxipl
ENSMUSG00000026526,4390.198617,0.374782217,0.07972458,4.700961938,2.59E-06,0.000168239,Fh1
ENSMUSG00000036854,458.0249169,-0.370436532,0.078831732,-4.699078929,2.61E-06,0.000168239,Hspb6
ENSMUSG00000041483,276.8182494,0.415906697,0.088510468,4.698954893,2.61E-06,0.000168239,Zfp281
ENSMUSG00000019210,2095.246684,0.238478233,0.051019607,4.674246772,2.95E-06,0.000188806,Atp6v1e1
ENSMUSG00000054422,89191.82053,-0.384217707,0.082219174,-4.673091313,2.97E-06,0.000188867,Fabp1
ENSMUSG00000028527,1462.598234,-0.422582889,0.090699455,-4.659155749,3.18E-06,0.00020105,Ak4
ENSMUSG00000060560,56.79306649,-1.331752288,0.286121296,-4.654502506,3.25E-06,0.000204567,Ces4a
ENSMUSG00000017146,71.19934921,0.744787478,0.160200491,4.649096116,3.33E-06,0.000206755,Brca1
ENSMUSG00000021338,572.5850839,-0.685644903,0.147468335,-4.649438147,3.33E-06,0.000206755,Lrrc16a
ENSMUSG00000040964,404.1626561,-0.536230275,0.115334625,-4.649343362,3.33E-06,0.000206755,Arhgef10l
ENSMUSG00000000385,115.7843256,0.60441723,0.13020592,4.642010364,3.45E-06,0.000209653,Tmprss2
ENSMUSG00000024066,5461.90834,-0.325957601,0.070209589,-4.642636509,3.44E-06,0.000209653,Xdh
ENSMUSG00000029440,1169.01248,0.249279222,0.053681985,4.643629006,3.42E-06,0.000209653,Psmd9
ENSMUSG00000096688,5048.495701,-2.089966325,0.450200824,-4.642297864,3.45E-06,0.000209653,Mup17
ENSMUSG00000063919,146.5633812,0.828283305,0.178684159,4.635460186,3.56E-06,0.000215315,Srrm4
ENSMUSG00000040820,648.991246,0.469439717,0.101369582,4.630972207,3.64E-06,0.000218936,Hlcs
ENSMUSG00000063730,952.5507762,-0.686784159,0.148515957,-4.624312248,3.76E-06,0.000224964,Hsd3b2
ENSMUSG00000070056,641.0849036,-0.36249397,0.07859507,-4.612171844,3.98E-06,0.000237334,Mfhas1
ENSMUSG00000021973,1148.003273,0.227358609,0.049340523,4.607948907,4.07E-06,0.000241011,Micu2
ENSMUSG00000033295,5238.015501,-0.327977472,0.071209475,-4.605812272,4.11E-06,0.000241124,Ptprf
ENSMUSG00000034636,805.0133663,0.237678118,0.05160027,4.606140968,4.10E-06,0.000241124,Zyg11b
ENSMUSG00000026626,2700.629794,0.213302206,0.046485109,4.58861363,4.46E-06,0.000260593,Ppp2r5a
ENSMUSG00000035530,2759.096405,0.256444908,0.055901403,4.587450264,4.49E-06,0.000260783,Eif1
ENSMUSG00000020564,428.4946495,-0.417024941,0.090949917,-4.585215175,4.54E-06,0.000262322,Atxn7l1
ENSMUSG00000040111,169.1385667,-0.507143695,0.110640745,-4.583697404,4.57E-06,0.00026297,Gramd1b
ENSMUSG00000101939,399.4107291,0.488922961,0.106700408,4.582203303,4.60E-06,0.000263595,Gm28438
ENSMUSG00000074207,46052.97189,-0.201721036,0.044055125,-4.578832408,4.68E-06,0.000266608,Adh1
ENSMUSG00000085208,598.8849069,-0.28027322,0.061236032,-4.576933076,4.72E-06,0.000267771,Brip1os
ENSMUSG00000041939,229.6669793,0.871769657,0.191052341,4.562988625,5.04E-06,0.00028485,Mvk
ENSMUSG00000025428,26361.1001,0.143787083,0.031520103,4.561758017,5.07E-06,0.000285186,Atp5a1
ENSMUSG00000028127,14274.49618,0.281539359,0.061740918,4.560012537,5.12E-06,0.000286229,Abcd3
ENSMUSG00000031198,157.8157761,0.403350575,0.08851938,4.556635782,5.20E-06,0.000288711,Fundc2
ENSMUSG00000037408,161.6203339,0.440300592,0.096636539,4.556253728,5.21E-06,0.000288711,Cnnm4
ENSMUSG00000071719,226.629833,-0.520661408,0.114444628,-4.549461318,5.38E-06,0.00029682,Tmem28
ENSMUSG00000026249,317.6594526,-0.989876029,0.218189099,-4.536780407,5.71E-06,0.00031162,Serpine2
ENSMUSG00000028792,6230.288463,-0.350784757,0.077327911,-4.53632787,5.72E-06,0.00031162,Ak2
ENSMUSG00000032724,276.0011652,0.637008433,0.14041975,4.536458947,5.72E-06,0.00031162,Abtb2
ENSMUSG00000086544,55.67560052,-0.727164061,0.160334633,-4.535290007,5.75E-06,0.000311746,Chn1os3
ENSMUSG00000000278,1316.432759,0.499930526,0.110383117,4.529048804,5.92E-06,0.00031823,Scpep1
ENSMUSG00000023912,47.15068023,0.704425197,0.155509176,4.529798272,5.90E-06,0.00031823,Slc25a27
ENSMUSG00000030107,321.4026517,0.585349795,0.129393635,4.523791269,6.07E-06,0.000324792,Usp18
ENSMUSG00000069170,316.2090397,-0.794298277,0.175645374,-4.522170214,6.12E-06,0.000325842,Adgrv1
ENSMUSG00000023010,43971.99688,-0.145054777,0.032113684,-4.516914808,6.27E-06,0.00033256,Tmbim6
ENSMUSG00000030587,157.7897276,-0.46040899,0.101974384,-4.514947508,6.33E-06,0.00033419,2200002D01Rik
ENSMUSG00000039533,113.7425874,0.974178409,0.215942499,4.511286161,6.44E-06,0.000338527,Mmd2
ENSMUSG00000097286,69.78687692,-0.562239887,0.124682274,-4.509381092,6.50E-06,0.000340096,Gm26684
ENSMUSG00000002812,2167.271698,-0.152553289,0.033970665,-4.490736033,7.10E-06,0.000369667,Flii
ENSMUSG00000023963,524.4870346,0.691437834,0.154179524,4.484628159,7.30E-06,0.000378775,Cyp39a1
ENSMUSG00000029571,3345.455302,0.283831606,0.063305411,4.483528358,7.34E-06,0.0003791,Tmem106b
ENSMUSG00000022025,112.2978266,-1.187066067,0.265111203,-4.477615643,7.55E-06,0.000388084,Lect1
ENSMUSG00000085651,67.54108281,1.404048595,0.313670533,4.476189026,7.60E-06,0.000389022,Gm11695
ENSMUSG00000000326,13243.33568,-0.430969537,0.096306209,-4.474992224,7.64E-06,0.00038955,Comt
ENSMUSG00000051359,195.3559355,-0.795516556,0.178619836,-4.453685397,8.44E-06,0.00042849,Ncald
ENSMUSG00000027765,293.264278,-0.443444666,0.100181995,-4.426390854,9.58E-06,0.000484388,P2ry1
ENSMUSG00000063235,1100.017926,0.321018447,0.072561164,4.424108312,9.68E-06,0.000487489,Ptpmt1
ENSMUSG00000089960,6863.596876,-0.257190212,0.058385074,-4.405067878,1.06E-05,0.00053012,Ugt1a1
ENSMUSG00000026896,810.8703953,0.206043237,0.046898677,4.393369963,1.12E-05,0.000554853,Ifih1
ENSMUSG00000042249,220.6614841,1.07100152,0.243752653,4.393804562,1.11E-05,0.000554853,Adrbk2
ENSMUSG00000021594,2371.710781,-0.77390623,0.176231917,-4.391407885,1.13E-05,0.0005554,Srd5a1
ENSMUSG00000034848,100.2513638,0.433181125,0.0986438,4.391366962,1.13E-05,0.0005554,Ttc21b
ENSMUSG00000009092,71.10806256,-1.548769965,0.353446699,-4.381905311,1.18E-05,0.000575365,Derl3
ENSMUSG00000068921,832.5721041,0.169478643,0.038671692,4.382498807,1.17E-05,0.000575365,Dap3
ENSMUSG00000053646,1225.660495,0.39234837,0.089576792,4.380022564,1.19E-05,0.000578009,Plxnb1
ENSMUSG00000021273,1785.504755,0.579972268,0.132512266,4.376744034,1.20E-05,0.0005831,Fdft1
ENSMUSG00000057315,258.9548176,-0.421659229,0.096349454,-4.376353071,1.21E-05,0.0005831,Arhgap24
ENSMUSG00000056938,909.8899041,-0.328443039,0.075140245,-4.371066886,1.24E-05,0.00059501,Acbd4
ENSMUSG00000001829,1050.971626,-0.209191637,0.047914183,-4.365964773,1.27E-05,0.000601849,Clpb
ENSMUSG00000026227,1227.165741,-0.322267401,0.073791816,-4.367251253,1.26E-05,0.000601849,2810459M11Rik
ENSMUSG00000030655,383.1604643,0.360255522,0.082508921,4.366261438,1.26E-05,0.000601849,Smg1
